acc_X(g)	acc_Y(g)	acc_Z(g)	Time	Cluster
1.016	0.048	-0.024	2024-01-02 18:07:21.987	2
1.413	-0.065	-0.084	2024-01-02 18:07:22.820	2
1.162	-0.075	-0.055	2024-01-02 18:07:22.196	2
0.82	0.838	0.043	2024-01-02 18:07:22.288	1
0.608	0.107	0.069	2024-01-02 18:07:22.408	1
0.936	0.047	0.082	2024-01-02 18:07:22.496	0
1.365	-0.03	0.134	2024-01-02 18:07:22.618	0
1.094	-0.08	0.151	2024-01-02 18:07:22.677	0
0.926	0.737	0.184	2024-01-02 18:07:22.796	1
0.565	0.127	-0.001	2024-01-02 18:07:22.888	1
0.861	0.028	-0.051	2024-01-02 18:07:23.600	2
1.257	-0.065	-0.156	2024-01-02 18:07:23.960	2
1.37	-0.111	-0.094	2024-01-02 18:07:23.218	2
0.937	0.792	-0.05	2024-01-02 18:07:23.285	1
0.521	0.137	0.1	2024-01-02 18:07:23.395	1
0.851	0.021	0.044	2024-01-02 18:07:23.485	1
1.408	-0.039	0.141	2024-01-02 18:07:23.606	0
1.223	0.013	0.107	2024-01-02 18:07:23.697	0
0.972	0.621	0.143	2024-01-02 18:07:23.818	1
0.566	0.163	-0.03	2024-01-02 18:07:23.907	1
0.847	0.098	-0.042	2024-01-02 18:07:24.270	2
1.246	-0.173	-0.197	2024-01-02 18:07:24.840	2
1.267	-0.088	-0.145	2024-01-02 18:07:24.206	2
0.866	0.724	-0.001	2024-01-02 18:07:24.296	1
0.558	0.122	0.074	2024-01-02 18:07:24.417	1
0.938	-0.004	0.091	2024-01-02 18:07:24.505	0
1.336	-0.006	0.167	2024-01-02 18:07:24.628	0
1.186	-0.108	0.112	2024-01-02 18:07:24.687	0
0.87	0.786	0.313	2024-01-02 18:07:24.806	1
0.527	0.144	0.021	2024-01-02 18:07:24.897	1
0.949	0.054	-0.014	2024-01-02 18:07:25.160	2
1.304	-0.12	-0.186	2024-01-02 18:07:25.107	2
1.297	-0.055	-0.045	2024-01-02 18:07:25.228	2
0.924	0.75	0.162	2024-01-02 18:07:25.318	1
0.521	0.111	0.092	2024-01-02 18:07:25.439	1
0.897	0.038	0.078	2024-01-02 18:07:25.495	0
1.391	0.025	0.142	2024-01-02 18:07:25.617	0
1.052	-0.044	0.069	2024-01-02 18:07:25.706	0
1.014	0.554	0.226	2024-01-02 18:07:25.827	1
0.526	0.238	-0.016	2024-01-02 18:07:25.917	1
0.81	-0.026	-0.062	2024-01-02 18:07:26.380	2
1.333	-0.083	-0.149	2024-01-02 18:07:26.980	2
1.358	-0.071	-0.04	2024-01-02 18:07:26.218	2
0.991	0.688	-0.021	2024-01-02 18:07:26.307	1
0.524	0.217	0.155	2024-01-02 18:07:26.428	1
0.813	0.019	0.015	2024-01-02 18:07:26.515	1
1.342	-0.111	0.089	2024-01-02 18:07:26.676	0
1.238	-0.039	0.066	2024-01-02 18:07:26.728	0
1.039	0.599	0.216	2024-01-02 18:07:26.849	1
0.561	0.219	0.041	2024-01-02 18:07:26.907	1
0.739	0.014	-0.042	2024-01-02 18:07:27.270	1
1.277	-0.123	-0.088	2024-01-02 18:07:27.117	2
1.447	-0.026	-0.066	2024-01-02 18:07:27.236	2
1.09	0.489	-0.101	2024-01-02 18:07:27.326	2
0.6	0.105	0.197	2024-01-02 18:07:27.449	1
0.749	0.1	0.093	2024-01-02 18:07:27.536	1
1.279	-0.077	0.137	2024-01-02 18:07:27.628	0
1.167	0.042	0.165	2024-01-02 18:07:27.717	0
1.143	0.055	0.047	2024-01-02 18:07:27.837	2
0.699	0.425	0.038	2024-01-02 18:07:27.928	1
0.685	0.056	-0.055	2024-01-02 18:07:28.480	1
1.03	-0.031	-0.062	2024-01-02 18:07:28.138	2
1.352	-0.106	-0.113	2024-01-02 18:07:28.259	2
1.319	-0.019	-0.034	2024-01-02 18:07:28.318	2
0.78	0.537	0.25	2024-01-02 18:07:28.437	1
0.634	0.061	0.107	2024-01-02 18:07:28.527	1
0.933	-0.018	0.087	2024-01-02 18:07:28.737	0
1.306	-0.029	0.148	2024-01-02 18:07:28.738	0
1.083	-0.164	0.036	2024-01-02 18:07:28.857	0
0.922	0.689	0.164	2024-01-02 18:07:28.917	1
0.643	0.133	0.119	2024-01-02 18:07:29.350	1
0.847	0.011	-0.099	2024-01-02 18:07:29.127	2
1.226	-0.088	-0.247	2024-01-02 18:07:29.246	2
1.367	-0.08	-0.007	2024-01-02 18:07:29.339	2
0.97	0.532	-0.067	2024-01-02 18:07:29.457	2
0.534	0.157	0.134	2024-01-02 18:07:29.547	1
0.767	0.026	0.064	2024-01-02 18:07:29.684	1
1.299	-0.031	0.151	2024-01-02 18:07:29.727	0
1.249	-0.073	0.123	2024-01-02 18:07:29.845	0
1.097	0.225	0.025	2024-01-02 18:07:29.936	2
0.768	0.391	0.09	2024-01-02 18:07:30.570	1
0.746	0.111	-0.06	2024-01-02 18:07:30.149	1
0.998	0.01	-0.059	2024-01-02 18:07:30.285	2
1.179	-0.083	-0.083	2024-01-02 18:07:30.328	2
1.557	-0.167	-0.022	2024-01-02 18:07:30.447	2
0.79	0.978	0.295	2024-01-02 18:07:30.536	1
0.603	-0.019	0.171	2024-01-02 18:07:30.656	1
1.089	0.097	0.126	2024-01-02 18:07:30.749	0
1.381	-0.086	0.114	2024-01-02 18:07:30.885	0
1.175	0.05	-0.143	2024-01-02 18:07:30.959	2
0.856	0.838	0.236	2024-01-02 18:07:31.850	1
0.635	0.067	-0.082	2024-01-02 18:07:31.135	1
0.829	0.061	-0.094	2024-01-02 18:07:31.257	2
1.25	-0.105	-0.094	2024-01-02 18:07:31.360	2
1.36	-0.183	-0.037	2024-01-02 18:07:31.486	2
0.903	0.939	0.052	2024-01-02 18:07:31.559	1
0.656	-0.025	0.181	2024-01-02 18:07:31.686	1
0.835	0.07	0.064	2024-01-02 18:07:31.735	1
1.357	-0.051	0.137	2024-01-02 18:07:31.857	0
1.076	-0.1	0.067	2024-01-02 18:07:31.948	0
1.055	0.214	0.036	2024-01-02 18:07:32.860	2
0.677	0.225	0.033	2024-01-02 18:07:32.159	1
0.794	0.039	-0.063	2024-01-02 18:07:32.284	2
1.178	-0.101	-0.1	2024-01-02 18:07:32.384	2
1.124	-0.095	-0.067	2024-01-02 18:07:32.486	2
1.37	-0.107	-0.018	2024-01-02 18:07:32.545	2
0.72	0.695	0.229	2024-01-02 18:07:32.684	1
0.691	-0.002	0.088	2024-01-02 18:07:32.757	1
1.008	-0.047	0.071	2024-01-02 18:07:32.887	0
1.275	-0.081	0.12	2024-01-02 18:07:32.985	0
1.219	-0.136	0.09	2024-01-02 18:07:33.880	0
0.912	0.763	0.16	2024-01-02 18:07:33.148	1
0.635	0.007	-0.017	2024-01-02 18:07:33.287	1
0.818	0.031	-0.059	2024-01-02 18:07:33.359	2
1.247	-0.128	-0.103	2024-01-02 18:07:33.486	2
1.234	-0.089	-0.043	2024-01-02 18:07:33.575	2
1.1	0.185	-0.112	2024-01-02 18:07:33.690	2
0.624	0.33	0.192	2024-01-02 18:07:33.785	1
0.759	0.039	0.05	2024-01-02 18:07:33.897	1
1.323	-0.107	0.119	2024-01-02 18:07:33.959	0
1.12	-0.039	0.203	2024-01-02 18:07:34.850	0
1.269	-0.036	0.047	2024-01-02 18:07:34.184	0
0.73	0.834	0.227	2024-01-02 18:07:34.287	1
0.67	-0.025	-0.025	2024-01-02 18:07:34.386	1
1.044	0.001	-0.04	2024-01-02 18:07:34.497	2
1.295	-0.06	-0.113	2024-01-02 18:07:34.560	2
1.189	-0.146	-0.047	2024-01-02 18:07:34.689	2
0.859	0.742	0.002	2024-01-02 18:07:34.785	1
0.626	0.072	0.176	2024-01-02 18:07:34.887	1
0.928	0.006	0.062	2024-01-02 18:07:34.983	0
1.307	-0.015	0.157	2024-01-02 18:07:35.960	0
1.232	-0.16	0.073	2024-01-02 18:07:35.187	0
0.978	0.641	0.161	2024-01-02 18:07:35.307	1
0.602	0.11	-0.016	2024-01-02 18:07:35.385	1
0.81	0.047	-0.06	2024-01-02 18:07:35.488	2
1.234	-0.082	-0.104	2024-01-02 18:07:35.585	2
1.156	-0.039	-0.037	2024-01-02 18:07:35.697	2
1.178	0.093	-0.2	2024-01-02 18:07:35.787	2
0.604	0.396	0.215	2024-01-02 18:07:35.907	1
0.781	0.067	0.068	2024-01-02 18:07:35.987	1
1.295	-0.091	0.148	2024-01-02 18:07:36.890	0
1.165	-0.005	0.228	2024-01-02 18:07:36.185	0
1.246	0.029	-0.059	2024-01-02 18:07:36.296	2
0.776	0.749	0.194	2024-01-02 18:07:36.387	1
0.591	0.021	-0.081	2024-01-02 18:07:36.506	1
0.957	0.017	-0.075	2024-01-02 18:07:36.720	2
1.251	-0.121	-0.111	2024-01-02 18:07:36.720	2
1.306	-0.126	-0.104	2024-01-02 18:07:36.778	2
0.936	0.907	0.008	2024-01-02 18:07:36.897	1
0.615	0.042	0.131	2024-01-02 18:07:36.987	1
1.036	0.108	0.063	2024-01-02 18:07:37.107	2
1.297	-0.09	0.166	2024-01-02 18:07:37.196	0
1.2	-0.267	-0.0	2024-01-02 18:07:37.317	0
0.935	0.792	0.2	2024-01-02 18:07:37.408	1
0.581	0.014	-0.019	2024-01-02 18:07:37.496	1
0.814	0.008	-0.054	2024-01-02 18:07:37.587	2
1.31	-0.128	-0.103	2024-01-02 18:07:37.707	2
1.193	0.038	-0.095	2024-01-02 18:07:37.796	2
1.022	0.207	-0.147	2024-01-02 18:07:37.917	2
0.692	0.208	0.111	2024-01-02 18:07:38.700	1
0.663	0.117	0.086	2024-01-02 18:07:38.129	1
1.287	-0.035	0.153	2024-01-02 18:07:38.187	0
1.252	-0.016	0.23	2024-01-02 18:07:38.307	0
1.227	-0.148	0.016	2024-01-02 18:07:38.397	0
0.837	0.856	0.185	2024-01-02 18:07:38.514	1
0.591	0.012	-0.082	2024-01-02 18:07:38.607	1
0.91	-0.019	-0.059	2024-01-02 18:07:38.728	2
1.334	-0.036	-0.039	2024-01-02 18:07:38.786	2
1.311	-0.136	-0.072	2024-01-02 18:07:38.907	2
0.989	0.668	-0.124	2024-01-02 18:07:38.997	2
0.537	0.171	0.195	2024-01-02 18:07:39.116	1
0.838	0.031	0.114	2024-01-02 18:07:39.208	1
1.345	0.033	0.213	2024-01-02 18:07:39.328	0
1.027	-0.065	0.064	2024-01-02 18:07:39.418	0
1.163	0.232	0.026	2024-01-02 18:07:39.597	2
0.625	0.336	0.04	2024-01-02 18:07:39.597	1
0.688	0.052	-0.057	2024-01-02 18:07:39.719	1
1.194	0.005	-0.127	2024-01-02 18:07:39.805	2
1.145	-0.064	-0.061	2024-01-02 18:07:39.927	2
1.479	-0.086	-0.107	2024-01-02 18:07:40.160	2
0.641	0.723	0.143	2024-01-02 18:07:40.138	1
0.617	-0.074	0.057	2024-01-02 18:07:40.196	1
1.253	-0.056	0.121	2024-01-02 18:07:40.317	0
1.307	0.064	0.197	2024-01-02 18:07:40.406	0
1.291	-0.1	0.005	2024-01-02 18:07:40.525	2
0.814	0.981	0.118	2024-01-02 18:07:40.617	1
0.556	-0.038	-0.094	2024-01-02 18:07:40.738	1
0.899	0.027	-0.1	2024-01-02 18:07:40.828	2
1.243	-0.081	-0.01	2024-01-02 18:07:40.948	2
1.329	-0.138	-0.037	2024-01-02 18:07:41.300	2
0.959	0.889	0.062	2024-01-02 18:07:41.129	1
0.621	0.045	0.138	2024-01-02 18:07:41.217	1
0.81	0.143	0.126	2024-01-02 18:07:41.338	1
1.391	-0.032	0.129	2024-01-02 18:07:41.427	0
1.204	-0.093	0.055	2024-01-02 18:07:41.546	0
0.932	0.642	0.178	2024-01-02 18:07:41.607	1
0.594	0.067	-0.046	2024-01-02 18:07:41.729	1
0.767	0.091	-0.076	2024-01-02 18:07:41.814	2
1.309	-0.109	-0.148	2024-01-02 18:07:41.937	2
1.152	-0.02	-0.122	2024-01-02 18:07:42.270	2
1.169	0.233	-0.21	2024-01-02 18:07:42.148	2
0.571	0.185	0.145	2024-01-02 18:07:42.237	1
0.724	0.111	0.142	2024-01-02 18:07:42.359	1
1.288	-0.04	0.069	2024-01-02 18:07:42.417	0
1.173	-0.022	0.126	2024-01-02 18:07:42.536	0
1.23	-0.117	-0.007	2024-01-02 18:07:42.627	2
0.849	0.871	0.247	2024-01-02 18:07:42.782	1
0.62	0.034	-0.021	2024-01-02 18:07:42.837	1
0.955	0.071	-0.078	2024-01-02 18:07:42.958	2
1.27	-0.062	-0.063	2024-01-02 18:07:43.180	2
1.406	-0.157	-0.036	2024-01-02 18:07:43.138	2
0.938	0.791	-0.146	2024-01-02 18:07:43.228	2
0.513	0.089	0.153	2024-01-02 18:07:43.347	1
1.016	0.066	0.158	2024-01-02 18:07:43.436	0
1.375	-0.057	0.109	2024-01-02 18:07:43.557	0
1.181	-0.155	0.071	2024-01-02 18:07:43.647	0
1.0	0.668	0.192	2024-01-02 18:07:43.784	1
0.581	0.16	0.03	2024-01-02 18:07:43.828	1
0.79	-0.009	-0.07	2024-01-02 18:07:43.948	2
1.325	-0.087	-0.16	2024-01-02 18:07:44.370	2
1.12	-0.052	-0.028	2024-01-02 18:07:44.183	2
1.063	0.283	-0.08	2024-01-02 18:07:44.245	2
0.596	0.302	0.221	2024-01-02 18:07:44.388	1
0.717	0.077	0.232	2024-01-02 18:07:44.429	1
1.24	0.054	0.286	2024-01-02 18:07:44.548	0
1.364	-0.096	0.431	2024-01-02 18:07:44.638	0
1.1	0.076	0.26	2024-01-02 18:07:44.757	0
0.763	0.415	0.284	2024-01-02 18:07:44.848	1
0.713	-0.004	0.178	2024-01-02 18:07:44.985	1
0.965	-0.181	-0.137	2024-01-02 18:07:45.550	2
1.187	-0.07	-0.112	2024-01-02 18:07:45.189	2
0.892	1.081	0.42	2024-01-02 18:07:45.238	1
0.655	0.387	0.395	2024-01-02 18:07:45.359	1
0.561	0.312	0.189	2024-01-02 18:07:45.448	1
1.178	0.131	0.196	2024-01-02 18:07:45.589	0
1.059	0.632	0.282	2024-01-02 18:07:45.658	1
1.057	0.145	-0.373	2024-01-02 18:07:45.787	2
0.972	0.215	-0.267	2024-01-02 18:07:45.838	2
0.806	0.215	-0.063	2024-01-02 18:07:45.958	1
0.991	0.091	-0.132	2024-01-02 18:07:46.480	2
0.93	0.058	-0.104	2024-01-02 18:07:46.187	2
1.161	-0.352	0.138	2024-01-02 18:07:46.257	0
1.171	0.249	0.115	2024-01-02 18:07:46.385	2
0.686	0.224	0.421	2024-01-02 18:07:46.487	1
0.757	0.031	0.223	2024-01-02 18:07:46.587	1
1.049	0.0	0.432	2024-01-02 18:07:46.690	0
1.222	-0.191	0.415	2024-01-02 18:07:46.784	0
1.142	0.197	0.14	2024-01-02 18:07:46.858	0
0.701	0.45	0.021	2024-01-02 18:07:46.986	1
0.639	0.126	-0.029	2024-01-02 18:07:47.900	1
1.041	0.009	-0.046	2024-01-02 18:07:47.187	2
1.31	-0.029	-0.086	2024-01-02 18:07:47.248	2
1.255	-0.168	-0.037	2024-01-02 18:07:47.375	2
0.926	0.872	-0.04	2024-01-02 18:07:47.458	1
0.63	0.09	0.135	2024-01-02 18:07:47.681	1
0.849	0.131	0.102	2024-01-02 18:07:47.681	1
1.01	-0.039	0.036	2024-01-02 18:11:39.693	0
1.005	-0.019	0.062	2024-01-02 18:11:39.807	0
1.003	-0.018	0.063	2024-01-02 18:11:39.896	0
1.003	-0.021	0.066	2024-01-02 18:11:40.170	0
0.995	-0.015	0.069	2024-01-02 18:11:40.106	0
1.005	-0.016	0.059	2024-01-02 18:11:40.229	0
1.012	-0.02	0.061	2024-01-02 18:11:40.324	0
1.0	-0.017	0.063	2024-01-02 18:11:40.437	0
0.997	-0.02	0.057	2024-01-02 18:11:40.497	0
1.004	-0.022	0.062	2024-01-02 18:11:40.617	0
1.002	-0.018	0.068	2024-01-02 18:11:40.707	0
1.002	-0.024	0.06	2024-01-02 18:11:40.827	0
1.006	-0.024	0.064	2024-01-02 18:11:40.918	0
0.995	-0.021	0.063	2024-01-02 18:11:41.380	0
1.0	-0.027	0.059	2024-01-02 18:11:41.960	0
1.002	-0.024	0.064	2024-01-02 18:11:41.217	0
0.999	-0.022	0.064	2024-01-02 18:11:41.337	0
1.002	-0.028	0.063	2024-01-02 18:11:41.430	0
1.0	-0.028	0.068	2024-01-02 18:11:41.517	0
0.997	-0.022	0.063	2024-01-02 18:11:41.637	0
1.0	-0.027	0.059	2024-01-02 18:11:41.727	0
1.006	-0.028	0.065	2024-01-02 18:11:41.863	0
1.004	-0.029	0.061	2024-01-02 18:11:41.908	0
1.007	-0.03	0.064	2024-01-02 18:11:42.610	0
1.003	-0.028	0.071	2024-01-02 18:11:42.116	0
0.999	-0.029	0.06	2024-01-02 18:11:42.239	0
0.998	-0.03	0.061	2024-01-02 18:11:42.356	0
0.998	-0.03	0.068	2024-01-02 18:11:42.471	0
1.012	-0.034	0.06	2024-01-02 18:11:42.508	0
1.012	-0.032	0.064	2024-01-02 18:11:42.626	0
0.995	-0.029	0.07	2024-01-02 18:11:42.758	0
0.994	-0.03	0.067	2024-01-02 18:11:42.838	0
1.008	-0.036	0.058	2024-01-02 18:11:42.958	0
1.009	-0.035	0.063	2024-01-02 18:11:43.600	0
1.002	-0.032	0.068	2024-01-02 18:11:43.136	0
1.002	-0.035	0.063	2024-01-02 18:11:43.257	0
1.006	-0.034	0.066	2024-01-02 18:11:43.317	0
1.006	-0.036	0.061	2024-01-02 18:11:43.438	0
1.007	-0.036	0.06	2024-01-02 18:11:43.527	0
1.001	-0.037	0.07	2024-01-02 18:11:43.664	0
0.994	-0.039	0.063	2024-01-02 18:11:43.737	0
1.0	-0.035	0.066	2024-01-02 18:11:43.862	0
1.003	-0.031	0.075	2024-01-02 18:11:43.924	0
1.005	-0.036	0.073	2024-01-02 18:11:44.370	0
1.002	-0.042	0.072	2024-01-02 18:11:44.128	0
0.99	-0.036	0.075	2024-01-02 18:11:44.261	0
0.988	-0.03	0.07	2024-01-02 18:11:44.339	0
1.002	-0.034	0.079	2024-01-02 18:11:44.456	0
1.005	-0.038	0.086	2024-01-02 18:11:44.564	0
1.001	-0.043	0.076	2024-01-02 18:11:44.665	0
1.005	-0.04	0.08	2024-01-02 18:11:44.727	0
0.984	-0.034	0.083	2024-01-02 18:11:44.863	0
0.977	-0.032	0.083	2024-01-02 18:11:44.964	0
0.994	-0.034	0.084	2024-01-02 18:11:45.550	0
1.003	-0.041	0.073	2024-01-02 18:11:45.170	0
1.006	-0.047	0.081	2024-01-02 18:11:45.296	0
0.99	-0.04	0.085	2024-01-02 18:11:45.386	0
0.982	-0.03	0.086	2024-01-02 18:11:45.465	0
0.989	-0.038	0.085	2024-01-02 18:11:45.565	0
0.999	-0.045	0.082	2024-01-02 18:11:45.665	0
0.988	-0.043	0.075	2024-01-02 18:11:45.769	0
0.977	-0.042	0.072	2024-01-02 18:11:45.865	0
0.993	-0.04	0.076	2024-01-02 18:11:45.967	0
0.994	-0.042	0.078	2024-01-02 18:11:46.770	0
0.982	-0.044	0.083	2024-01-02 18:11:46.165	0
0.975	-0.044	0.09	2024-01-02 18:11:46.287	0
0.995	-0.043	0.087	2024-01-02 18:11:46.367	0
1.005	-0.053	0.088	2024-01-02 18:11:46.467	0
0.986	-0.052	0.082	2024-01-02 18:11:46.568	0
0.978	-0.043	0.078	2024-01-02 18:11:46.677	0
0.984	-0.042	0.087	2024-01-02 18:11:46.738	0
0.996	-0.048	0.087	2024-01-02 18:11:46.865	0
0.985	-0.055	0.078	2024-01-02 18:11:46.969	0
0.986	-0.052	0.083	2024-01-02 18:11:47.680	0
1.004	-0.051	0.087	2024-01-02 18:11:47.168	0
1.011	-0.055	0.092	2024-01-02 18:11:47.277	0
0.995	-0.055	0.085	2024-01-02 18:11:47.399	0
0.984	-0.051	0.087	2024-01-02 18:11:47.489	0
0.999	-0.05	0.095	2024-01-02 18:11:47.567	0
1.001	-0.058	0.081	2024-01-02 18:11:47.667	0
0.993	-0.059	0.08	2024-01-02 18:11:47.767	0
0.991	-0.063	0.075	2024-01-02 18:11:47.910	0
0.992	-0.056	0.085	2024-01-02 18:11:47.969	0
0.996	-0.056	0.076	2024-01-02 18:11:48.880	0
1.003	-0.059	0.069	2024-01-02 18:11:48.152	0
1.006	-0.055	0.078	2024-01-02 18:11:48.268	0
1.004	-0.058	0.083	2024-01-02 18:11:48.360	0
0.997	-0.062	0.079	2024-01-02 18:11:48.478	0
0.989	-0.063	0.07	2024-01-02 18:11:48.568	0
1.0	-0.062	0.052	2024-01-02 18:11:48.690	0
1.01	-0.065	0.043	2024-01-02 18:11:48.778	0
1.0	-0.07	0.049	2024-01-02 18:11:48.900	0
0.997	-0.083	0.051	2024-01-02 18:11:48.966	0
1.009	-0.094	0.056	2024-01-02 18:11:49.770	0
0.997	-0.102	0.071	2024-01-02 18:11:49.167	0
0.99	-0.105	0.069	2024-01-02 18:11:49.288	0
0.986	-0.108	0.066	2024-01-02 18:11:49.379	0
0.99	-0.106	0.069	2024-01-02 18:11:49.498	0
0.989	-0.122	0.062	2024-01-02 18:11:49.566	0
0.986	-0.135	0.069	2024-01-02 18:11:49.677	0
0.993	-0.14	0.074	2024-01-02 18:11:49.770	0
0.994	-0.14	0.066	2024-01-02 18:11:49.888	0
0.98	-0.132	0.05	2024-01-02 18:11:49.978	0
0.973	-0.129	0.044	2024-01-02 18:11:50.970	0
0.989	-0.139	0.047	2024-01-02 18:11:50.188	0
0.997	-0.146	0.041	2024-01-02 18:11:50.310	0
0.974	-0.147	0.04	2024-01-02 18:11:50.368	0
0.967	-0.133	0.056	2024-01-02 18:11:50.521	0
0.99	-0.127	0.06	2024-01-02 18:11:50.579	0
1.009	-0.138	0.048	2024-01-02 18:11:50.700	0
0.984	-0.146	0.038	2024-01-02 18:11:50.788	0
0.971	-0.144	0.038	2024-01-02 18:11:50.910	0
0.987	-0.138	0.041	2024-01-02 18:11:50.968	0
0.995	-0.136	0.036	2024-01-02 18:11:51.880	0
0.992	-0.133	0.05	2024-01-02 18:11:51.178	0
0.996	-0.134	0.063	2024-01-02 18:11:51.299	0
1.001	-0.14	0.058	2024-01-02 18:11:51.388	0
0.983	-0.143	0.048	2024-01-02 18:11:51.507	0
0.978	-0.14	0.048	2024-01-02 18:11:51.599	0
0.996	-0.135	0.056	2024-01-02 18:11:51.718	0
0.997	-0.14	0.045	2024-01-02 18:11:51.777	0
0.984	-0.143	0.035	2024-01-02 18:11:51.897	0
0.98	-0.142	0.04	2024-01-02 18:11:51.988	0
0.994	-0.142	0.055	2024-01-02 18:11:52.109	0
1.0	-0.139	0.048	2024-01-02 18:11:52.200	0
0.998	-0.144	0.051	2024-01-02 18:11:52.318	0
0.976	-0.144	0.054	2024-01-02 18:11:52.376	0
0.985	-0.138	0.065	2024-01-02 18:11:52.498	0
1.007	-0.144	0.055	2024-01-02 18:11:52.588	0
0.996	-0.143	0.043	2024-01-02 18:11:52.708	0
0.963	-0.131	0.037	2024-01-02 18:11:52.799	0
0.977	-0.13	0.042	2024-01-02 18:11:52.919	0
1.003	-0.133	0.053	2024-01-02 18:11:53.900	0
1.001	-0.143	0.064	2024-01-02 18:11:53.130	0
0.984	-0.136	0.066	2024-01-02 18:11:53.188	0
0.994	-0.132	0.058	2024-01-02 18:11:53.306	0
0.997	-0.133	0.059	2024-01-02 18:11:53.398	0
0.988	-0.14	0.066	2024-01-02 18:11:53.557	0
0.981	-0.141	0.071	2024-01-02 18:11:53.610	0
0.986	-0.141	0.079	2024-01-02 18:11:53.729	0
0.981	-0.137	0.086	2024-01-02 18:11:53.789	0
0.979	-0.129	0.086	2024-01-02 18:11:53.910	0
0.993	-0.134	0.071	2024-01-02 18:11:53.997	0
1.0	-0.14	0.058	2024-01-02 18:11:54.159	0
1.004	-0.14	0.065	2024-01-02 18:11:54.210	0
0.993	-0.145	0.072	2024-01-02 18:11:54.329	0
0.98	-0.14	0.082	2024-01-02 18:11:54.418	0
0.982	-0.134	0.089	2024-01-02 18:11:54.540	0
1.003	-0.131	0.094	2024-01-02 18:11:54.597	0
1.005	-0.137	0.093	2024-01-02 18:11:54.718	0
0.969	-0.139	0.072	2024-01-02 18:11:54.809	0
0.959	-0.132	0.065	2024-01-02 18:11:54.929	0
0.984	-0.13	0.064	2024-01-02 18:11:55.200	0
1.017	-0.132	0.075	2024-01-02 18:11:55.139	0
1.008	-0.144	0.073	2024-01-02 18:11:55.196	0
0.973	-0.132	0.084	2024-01-02 18:11:55.321	0
0.977	-0.124	0.092	2024-01-02 18:11:55.409	0
0.99	-0.132	0.079	2024-01-02 18:11:55.530	0
0.991	-0.143	0.079	2024-01-02 18:11:55.619	0
0.982	-0.132	0.086	2024-01-02 18:11:55.768	0
0.989	-0.127	0.074	2024-01-02 18:11:55.832	0
0.978	-0.133	0.068	2024-01-02 18:11:55.959	0
1.013	-0.132	0.068	2024-01-02 18:11:56.100	0
1.043	-0.133	0.085	2024-01-02 18:11:56.129	0
1.006	-0.136	0.082	2024-01-02 18:11:56.219	0
0.982	-0.146	0.063	2024-01-02 18:11:56.340	0
0.994	-0.144	0.076	2024-01-02 18:11:56.429	0
0.991	-0.133	0.097	2024-01-02 18:11:56.556	0
0.938	-0.133	0.096	2024-01-02 18:11:56.639	0
0.943	-0.13	0.081	2024-01-02 18:11:56.729	0
0.982	-0.128	0.066	2024-01-02 18:11:56.819	0
0.998	-0.137	0.069	2024-01-02 18:11:56.940	0
1.005	-0.138	0.07	2024-01-02 18:11:57.290	0
1.004	-0.136	0.083	2024-01-02 18:11:57.159	0
0.982	-0.133	0.101	2024-01-02 18:11:57.240	0
0.98	-0.133	0.093	2024-01-02 18:11:57.368	0
0.985	-0.132	0.072	2024-01-02 18:11:57.420	0
1.006	-0.128	0.071	2024-01-02 18:11:57.540	0
0.985	-0.132	0.078	2024-01-02 18:11:57.630	0
0.97	-0.131	0.086	2024-01-02 18:11:57.761	0
0.985	-0.134	0.082	2024-01-02 18:11:57.842	0
1.009	-0.144	0.076	2024-01-02 18:11:57.964	0
0.995	-0.149	0.077	2024-01-02 18:11:58.200	0
0.961	-0.137	0.075	2024-01-02 18:11:58.140	0
0.96	-0.126	0.073	2024-01-02 18:11:58.267	0
0.998	-0.128	0.073	2024-01-02 18:11:58.377	0
1.014	-0.14	0.077	2024-01-02 18:11:58.468	0
0.979	-0.14	0.081	2024-01-02 18:11:58.588	0
0.986	-0.132	0.083	2024-01-02 18:11:58.658	0
1.016	-0.127	0.084	2024-01-02 18:11:58.771	0
1.027	-0.14	0.078	2024-01-02 18:11:58.829	0
0.987	-0.143	0.068	2024-01-02 18:11:58.958	0
0.957	-0.132	0.067	2024-01-02 18:11:59.410	0
0.966	-0.124	0.068	2024-01-02 18:11:59.168	0
0.991	-0.132	0.077	2024-01-02 18:11:59.260	0
0.992	-0.139	0.085	2024-01-02 18:11:59.368	0
0.983	-0.139	0.084	2024-01-02 18:11:59.429	0
0.986	-0.131	0.078	2024-01-02 18:11:59.558	0
0.989	-0.133	0.071	2024-01-02 18:11:59.641	0
0.988	-0.136	0.074	2024-01-02 18:11:59.766	0
0.99	-0.14	0.079	2024-01-02 18:11:59.862	0
0.986	-0.139	0.078	2024-01-02 18:11:59.998	0
0.992	-0.144	0.078	2024-01-02 18:12:00.630	0
0.979	-0.141	0.077	2024-01-02 18:12:00.178	0
0.984	-0.139	0.077	2024-01-02 18:12:00.239	0
1.003	-0.137	0.08	2024-01-02 18:12:00.366	0
0.992	-0.145	0.077	2024-01-02 18:12:00.460	0
0.974	-0.14	0.075	2024-01-02 18:12:00.661	0
0.979	-0.136	0.07	2024-01-02 18:12:00.661	0
1.012	-0.136	0.075	2024-01-02 18:12:00.779	0
