acc_X(g)	acc_Y(g)	acc_Z(g)	Time	Cluster
0.995	0.031	0.079	2024-01-02 18:22:16.406	0
0.994	0.03	0.082	2024-01-02 18:22:16.535	0
0.993	0.028	0.082	2024-01-02 18:22:16.618	0
0.999	0.027	0.081	2024-01-02 18:22:16.738	0
1.0	0.031	0.079	2024-01-02 18:22:16.799	0
0.995	0.03	0.077	2024-01-02 18:22:16.947	0
0.997	0.028	0.079	2024-01-02 18:22:17.900	0
0.998	0.03	0.08	2024-01-02 18:22:17.136	0
0.993	0.029	0.08	2024-01-02 18:22:17.216	0
0.993	0.028	0.081	2024-01-02 18:22:17.338	0
0.996	0.024	0.078	2024-01-02 18:22:17.442	0
0.999	0.031	0.081	2024-01-02 18:22:17.557	0
0.999	0.029	0.079	2024-01-02 18:22:17.609	0
0.995	0.026	0.081	2024-01-02 18:22:17.737	0
0.995	0.021	0.078	2024-01-02 18:22:17.847	0
0.998	0.022	0.08	2024-01-02 18:22:17.937	0
0.993	0.023	0.079	2024-01-02 18:22:18.440	0
0.996	0.024	0.084	2024-01-02 18:22:18.145	0
0.998	0.027	0.082	2024-01-02 18:22:18.206	0
0.999	0.029	0.081	2024-01-02 18:22:18.332	0
1.0	0.032	0.082	2024-01-02 18:22:18.417	0
0.991	0.031	0.081	2024-01-02 18:22:18.536	0
0.996	0.02	0.076	2024-01-02 18:22:18.645	0
1.001	0.023	0.077	2024-01-02 18:22:18.757	0
0.995	0.027	0.08	2024-01-02 18:22:18.866	0
0.997	0.022	0.083	2024-01-02 18:22:18.955	0
0.999	0.024	0.083	2024-01-02 18:22:19.150	0
0.99	0.027	0.084	2024-01-02 18:22:19.135	0
0.997	0.02	0.08	2024-01-02 18:22:19.235	0
0.997	0.029	0.082	2024-01-02 18:22:19.345	0
0.992	0.031	0.085	2024-01-02 18:22:19.433	0
0.994	0.03	0.083	2024-01-02 18:22:19.554	0
0.999	0.029	0.079	2024-01-02 18:22:19.733	0
0.996	0.033	0.078	2024-01-02 18:22:19.735	0
0.997	0.035	0.084	2024-01-02 18:22:19.840	0
0.994	0.027	0.08	2024-01-02 18:22:19.943	0
0.995	0.028	0.083	2024-01-02 18:22:20.360	0
0.998	0.032	0.082	2024-01-02 18:22:20.154	0
0.998	0.03	0.083	2024-01-02 18:22:20.217	0
1.003	0.028	0.083	2024-01-02 18:22:20.366	0
0.996	0.037	0.082	2024-01-02 18:22:20.440	0
0.995	0.035	0.083	2024-01-02 18:22:20.546	0
0.995	0.035	0.084	2024-01-02 18:22:20.644	0
0.997	0.032	0.082	2024-01-02 18:22:20.755	0
0.996	0.034	0.085	2024-01-02 18:22:20.846	0
0.999	0.032	0.085	2024-01-02 18:22:20.995	0
0.995	0.029	0.077	2024-01-02 18:22:21.310	0
0.997	0.033	0.083	2024-01-02 18:22:21.145	0
0.994	0.031	0.086	2024-01-02 18:22:21.242	0
0.997	0.023	0.082	2024-01-02 18:22:21.355	0
0.996	0.03	0.086	2024-01-02 18:22:21.447	0
0.996	0.031	0.086	2024-01-02 18:22:21.564	0
0.993	0.025	0.081	2024-01-02 18:22:21.636	0
1.001	0.024	0.081	2024-01-02 18:22:21.779	0
0.999	0.031	0.083	2024-01-02 18:22:21.839	0
0.995	0.03	0.086	2024-01-02 18:22:21.958	0
0.995	0.024	0.083	2024-01-02 18:22:22.480	0
0.994	0.029	0.086	2024-01-02 18:22:22.168	0
0.994	0.031	0.087	2024-01-02 18:22:22.256	0
0.998	0.027	0.085	2024-01-02 18:22:22.439	0
0.996	0.03	0.086	2024-01-02 18:22:22.440	0
0.997	0.033	0.084	2024-01-02 18:22:22.589	0
0.998	0.03	0.082	2024-01-02 18:22:22.648	0
0.994	0.031	0.087	2024-01-02 18:22:22.769	0
0.997	0.03	0.083	2024-01-02 18:22:22.861	0
0.998	0.037	0.084	2024-01-02 18:22:22.978	0
0.994	0.036	0.083	2024-01-02 18:22:23.420	0
0.997	0.032	0.086	2024-01-02 18:22:23.189	0
0.998	0.036	0.084	2024-01-02 18:22:23.247	0
0.999	0.036	0.086	2024-01-02 18:22:23.368	0
0.997	0.037	0.085	2024-01-02 18:22:23.461	0
0.993	0.043	0.086	2024-01-02 18:22:23.578	0
0.993	0.034	0.079	2024-01-02 18:22:23.668	0
0.998	0.032	0.078	2024-01-02 18:22:23.789	0
0.995	0.034	0.083	2024-01-02 18:22:23.847	0
0.996	0.03	0.083	2024-01-02 18:22:23.968	0
0.996	0.028	0.084	2024-01-02 18:22:24.620	0
0.996	0.028	0.086	2024-01-02 18:22:24.175	0
0.999	0.026	0.085	2024-01-02 18:22:24.296	0
0.994	0.027	0.085	2024-01-02 18:22:24.387	0
0.996	0.028	0.087	2024-01-02 18:22:24.446	0
0.997	0.027	0.082	2024-01-02 18:22:24.634	0
0.995	0.029	0.081	2024-01-02 18:22:24.658	0
0.99	0.031	0.086	2024-01-02 18:22:24.808	0
0.996	0.021	0.084	2024-01-02 18:22:24.867	0
0.998	0.03	0.083	2024-01-02 18:22:24.986	0
0.996	0.028	0.086	2024-01-02 18:22:25.780	0
0.996	0.026	0.084	2024-01-02 18:22:25.196	0
0.997	0.028	0.084	2024-01-02 18:22:25.256	0
0.997	0.022	0.084	2024-01-02 18:22:25.377	0
0.997	0.032	0.087	2024-01-02 18:22:25.467	0
0.994	0.022	0.084	2024-01-02 18:22:25.587	0
0.995	0.021	0.086	2024-01-02 18:22:25.678	0
0.998	0.021	0.084	2024-01-02 18:22:25.797	0
0.996	0.023	0.086	2024-01-02 18:22:25.856	0
1.0	0.021	0.083	2024-01-02 18:22:26.440	0
0.994	0.022	0.084	2024-01-02 18:22:26.660	0
0.998	0.019	0.086	2024-01-02 18:22:26.187	0
0.998	0.02	0.089	2024-01-02 18:22:26.277	0
0.995	0.019	0.087	2024-01-02 18:22:26.398	0
0.994	0.016	0.087	2024-01-02 18:22:26.490	0
0.994	0.02	0.083	2024-01-02 18:22:26.608	0
0.997	0.023	0.084	2024-01-02 18:22:26.666	0
0.996	0.022	0.085	2024-01-02 18:22:26.785	0
0.993	0.018	0.085	2024-01-02 18:22:26.876	0
0.997	0.018	0.084	2024-01-02 18:22:27.330	0
0.997	0.026	0.087	2024-01-02 18:22:27.880	0
0.998	0.021	0.083	2024-01-02 18:22:27.208	0
0.995	0.021	0.084	2024-01-02 18:22:27.267	0
0.999	0.027	0.089	2024-01-02 18:22:27.416	0
0.998	0.027	0.084	2024-01-02 18:22:27.476	0
0.994	0.024	0.089	2024-01-02 18:22:27.594	0
0.993	0.018	0.083	2024-01-02 18:22:27.686	0
1.006	0.03	0.087	2024-01-02 18:22:27.809	0
0.994	0.026	0.085	2024-01-02 18:22:27.897	0
0.987	0.024	0.084	2024-01-02 18:22:28.170	0
1.006	0.03	0.084	2024-01-02 18:22:28.770	0
0.996	0.033	0.089	2024-01-02 18:22:28.197	0
0.997	0.028	0.086	2024-01-02 18:22:28.288	0
0.994	0.026	0.084	2024-01-02 18:22:28.407	0
0.997	0.023	0.084	2024-01-02 18:22:28.499	0
0.992	0.023	0.082	2024-01-02 18:22:28.647	0
1.0	0.018	0.083	2024-01-02 18:22:28.677	0
0.997	0.03	0.087	2024-01-02 18:22:28.838	0
0.994	0.021	0.086	2024-01-02 18:22:28.916	0
0.998	0.018	0.084	2024-01-02 18:22:29.900	0
0.993	0.024	0.088	2024-01-02 18:22:29.114	0
0.99	0.019	0.087	2024-01-02 18:22:29.218	0
1.004	0.016	0.083	2024-01-02 18:22:29.309	0
0.996	0.028	0.082	2024-01-02 18:22:29.436	0
0.992	0.029	0.087	2024-01-02 18:22:29.489	0
0.993	0.016	0.085	2024-01-02 18:22:29.609	0
0.995	0.021	0.084	2024-01-02 18:22:29.698	0
0.996	0.028	0.083	2024-01-02 18:22:29.819	0
0.999	0.022	0.084	2024-01-02 18:22:29.909	0
0.996	0.029	0.085	2024-01-02 18:22:30.370	0
0.999	0.031	0.088	2024-01-02 18:22:30.900	0
0.996	0.032	0.087	2024-01-02 18:22:30.237	0
0.995	0.029	0.086	2024-01-02 18:22:30.297	0
0.992	0.031	0.087	2024-01-02 18:22:30.418	0
0.995	0.031	0.09	2024-01-02 18:22:30.508	0
0.995	0.036	0.09	2024-01-02 18:22:30.636	0
0.994	0.037	0.086	2024-01-02 18:22:30.719	0
1.001	0.034	0.08	2024-01-02 18:22:30.838	0
0.995	0.034	0.084	2024-01-02 18:22:30.899	0
0.993	0.026	0.084	2024-01-02 18:22:31.250	0
0.996	0.028	0.086	2024-01-02 18:22:31.109	0
0.998	0.034	0.088	2024-01-02 18:22:31.237	0
0.994	0.032	0.091	2024-01-02 18:22:31.348	0
0.997	0.029	0.087	2024-01-02 18:22:31.441	0
0.996	0.027	0.086	2024-01-02 18:22:31.497	0
0.998	0.021	0.083	2024-01-02 18:22:31.676	0
0.998	0.031	0.083	2024-01-02 18:22:31.706	0
0.994	0.034	0.085	2024-01-02 18:22:31.831	0
0.997	0.024	0.088	2024-01-02 18:22:31.918	0
0.995	0.023	0.086	2024-01-02 18:22:32.690	0
0.996	0.023	0.087	2024-01-02 18:22:32.142	0
1.0	0.024	0.089	2024-01-02 18:22:32.258	0
0.994	0.028	0.087	2024-01-02 18:22:32.307	0
0.997	0.017	0.088	2024-01-02 18:22:32.439	0
0.995	0.023	0.088	2024-01-02 18:22:32.519	0
0.998	0.024	0.082	2024-01-02 18:22:32.639	0
0.993	0.028	0.084	2024-01-02 18:22:32.743	0
0.992	0.026	0.085	2024-01-02 18:22:32.860	0
0.99	0.022	0.086	2024-01-02 18:22:32.908	0
1.0	0.021	0.089	2024-01-02 18:22:33.590	0
0.995	0.026	0.081	2024-01-02 18:22:33.119	0
0.996	0.027	0.089	2024-01-02 18:22:33.238	0
0.998	0.021	0.089	2024-01-02 18:22:33.344	0
0.996	0.022	0.086	2024-01-02 18:22:33.446	0
0.996	0.018	0.083	2024-01-02 18:22:33.539	0
0.996	0.022	0.087	2024-01-02 18:22:33.658	0
0.997	0.019	0.088	2024-01-02 18:22:33.719	0
0.996	0.021	0.092	2024-01-02 18:22:33.838	0
0.995	0.017	0.088	2024-01-02 18:22:33.942	0
1.0	0.016	0.085	2024-01-02 18:22:34.480	0
0.993	0.02	0.084	2024-01-02 18:22:34.144	0
0.995	0.02	0.087	2024-01-02 18:22:34.255	0
0.998	0.019	0.085	2024-01-02 18:22:34.323	0
0.996	0.028	0.088	2024-01-02 18:22:34.468	0
0.995	0.021	0.089	2024-01-02 18:22:34.541	0
0.999	0.022	0.088	2024-01-02 18:22:34.648	0
0.993	0.023	0.086	2024-01-02 18:22:34.768	0
0.996	0.029	0.09	2024-01-02 18:22:34.857	0
1.0	0.03	0.085	2024-01-02 18:22:34.978	0
0.998	0.025	0.088	2024-01-02 18:22:35.680	0
0.993	0.025	0.09	2024-01-02 18:22:35.138	0
0.995	0.027	0.085	2024-01-02 18:22:35.245	0
1.004	0.023	0.088	2024-01-02 18:22:35.343	0
0.998	0.03	0.086	2024-01-02 18:22:35.463	0
0.993	0.021	0.086	2024-01-02 18:22:35.578	0
0.994	0.018	0.087	2024-01-02 18:22:35.667	0
0.998	0.019	0.086	2024-01-02 18:22:35.741	0
0.996	0.021	0.088	2024-01-02 18:22:35.875	0
1.0	0.021	0.088	2024-01-02 18:22:35.943	0
0.996	0.025	0.086	2024-01-02 18:22:36.630	0
0.993	0.021	0.084	2024-01-02 18:22:36.148	0
0.998	0.021	0.088	2024-01-02 18:22:36.267	0
0.995	0.026	0.088	2024-01-02 18:22:36.422	0
0.995	0.021	0.088	2024-01-02 18:22:36.478	0
0.999	0.018	0.087	2024-01-02 18:22:36.542	0
0.995	0.027	0.085	2024-01-02 18:22:36.662	0
0.996	0.022	0.087	2024-01-02 18:22:36.781	0
0.998	0.023	0.089	2024-01-02 18:22:36.868	0
0.995	0.018	0.084	2024-01-02 18:22:36.958	0
0.995	0.009	0.083	2024-01-02 18:22:37.780	0
1.002	0.01	0.085	2024-01-02 18:22:37.144	0
0.994	0.02	0.087	2024-01-02 18:22:37.288	0
0.993	0.014	0.087	2024-01-02 18:22:37.348	0
1.0	0.014	0.088	2024-01-02 18:22:37.467	0
1.007	0.011	0.094	2024-01-02 18:22:37.562	0
0.988	0.02	0.089	2024-01-02 18:22:37.677	0
1.0	0.018	0.089	2024-01-02 18:22:37.797	0
1.0	0.019	0.089	2024-01-02 18:22:37.888	0
0.997	0.019	0.082	2024-01-02 18:22:37.947	0
0.997	0.021	0.085	2024-01-02 18:22:38.970	0
0.991	0.022	0.087	2024-01-02 18:22:38.163	0
0.991	0.017	0.089	2024-01-02 18:22:38.276	0
0.998	0.015	0.091	2024-01-02 18:22:38.368	0
0.997	0.016	0.083	2024-01-02 18:22:38.488	0
0.998	0.014	0.084	2024-01-02 18:22:38.546	0
1.001	0.021	0.091	2024-01-02 18:22:38.699	0
0.999	0.022	0.092	2024-01-02 18:22:38.762	0
0.992	0.019	0.091	2024-01-02 18:22:38.876	0
0.994	0.017	0.09	2024-01-02 18:22:38.968	0
0.992	0.02	0.088	2024-01-02 18:22:39.880	0
0.993	0.019	0.087	2024-01-02 18:22:39.207	0
0.998	0.024	0.087	2024-01-02 18:22:39.298	0
0.997	0.025	0.084	2024-01-02 18:22:39.363	0
0.994	0.027	0.086	2024-01-02 18:22:39.477	0
0.99	0.021	0.087	2024-01-02 18:22:39.568	0
0.992	0.018	0.086	2024-01-02 18:22:39.687	0
0.997	0.02	0.089	2024-01-02 18:22:39.778	0
0.996	0.025	0.09	2024-01-02 18:22:39.898	0
0.996	0.022	0.088	2024-01-02 18:22:39.963	0
0.991	0.022	0.085	2024-01-02 18:22:40.108	0
0.995	0.019	0.087	2024-01-02 18:22:40.168	0
0.994	0.02	0.089	2024-01-02 18:22:40.285	0
0.995	0.016	0.09	2024-01-02 18:22:40.378	0
0.996	0.019	0.09	2024-01-02 18:22:40.497	0
0.997	0.017	0.089	2024-01-02 18:22:40.588	0
0.998	0.021	0.087	2024-01-02 18:22:40.709	0
0.994	0.018	0.088	2024-01-02 18:22:40.798	0
0.99	0.014	0.086	2024-01-02 18:22:40.887	0
0.998	0.016	0.088	2024-01-02 18:22:40.977	0
0.994	0.021	0.088	2024-01-02 18:22:41.980	0
0.995	0.018	0.089	2024-01-02 18:22:41.188	0
0.996	0.021	0.084	2024-01-02 18:22:41.309	0
0.999	0.018	0.089	2024-01-02 18:22:41.368	0
1.002	0.023	0.085	2024-01-02 18:22:41.519	0
0.99	0.03	0.091	2024-01-02 18:22:41.609	0
0.992	0.021	0.089	2024-01-02 18:22:41.697	0
1.006	0.016	0.087	2024-01-02 18:22:41.789	0
0.991	0.023	0.082	2024-01-02 18:22:41.941	0
0.988	0.024	0.083	2024-01-02 18:22:42.560	0
1.01	0.015	0.084	2024-01-02 18:22:42.119	0
0.996	0.02	0.087	2024-01-02 18:22:42.177	0
0.991	0.023	0.083	2024-01-02 18:22:42.299	0
0.999	0.015	0.092	2024-01-02 18:22:42.387	0
0.999	0.021	0.09	2024-01-02 18:22:42.509	0
0.995	0.029	0.085	2024-01-02 18:22:42.599	0
1.001	0.025	0.087	2024-01-02 18:22:42.723	0
0.993	0.027	0.082	2024-01-02 18:22:42.808	0
0.993	0.023	0.08	2024-01-02 18:22:42.959	0
0.997	0.024	0.082	2024-01-02 18:22:42.988	0
0.997	0.031	0.086	2024-01-02 18:22:43.141	0
0.996	0.024	0.085	2024-01-02 18:22:43.202	0
1.004	0.02	0.083	2024-01-02 18:22:43.318	0
0.996	0.026	0.089	2024-01-02 18:22:43.407	0
0.996	0.02	0.09	2024-01-02 18:22:43.538	0
0.998	0.026	0.094	2024-01-02 18:22:43.590	0
0.996	0.023	0.089	2024-01-02 18:22:43.709	0
0.994	0.02	0.083	2024-01-02 18:22:43.798	0
1.001	0.019	0.085	2024-01-02 18:22:43.948	0
0.993	0.026	0.085	2024-01-02 18:22:44.900	0
0.996	0.018	0.083	2024-01-02 18:22:44.139	0
0.998	0.021	0.087	2024-01-02 18:22:44.189	0
0.997	0.027	0.09	2024-01-02 18:22:44.338	0
0.996	0.028	0.091	2024-01-02 18:22:44.400	0
0.995	0.021	0.089	2024-01-02 18:22:44.518	0
0.997	0.021	0.087	2024-01-02 18:22:44.608	0
0.995	0.021	0.085	2024-01-02 18:22:44.739	0
0.994	0.022	0.087	2024-01-02 18:22:44.819	0
0.999	0.02	0.086	2024-01-02 18:22:44.939	0
0.996	0.028	0.088	2024-01-02 18:22:44.999	0
0.993	0.023	0.089	2024-01-02 18:22:45.123	0
0.991	0.021	0.091	2024-01-02 18:22:45.208	0
0.994	0.016	0.088	2024-01-02 18:22:45.340	0
0.998	0.021	0.089	2024-01-02 18:22:45.420	0
1.0	0.028	0.093	2024-01-02 18:22:45.539	0
0.996	0.027	0.084	2024-01-02 18:22:45.598	0
0.995	0.028	0.083	2024-01-02 18:22:45.748	0
0.99	0.027	0.082	2024-01-02 18:22:45.809	0
0.995	0.023	0.084	2024-01-02 18:22:45.936	0
0.997	0.03	0.085	2024-01-02 18:22:46.180	0
0.997	0.033	0.086	2024-01-02 18:22:46.169	0
0.995	0.029	0.084	2024-01-02 18:22:46.258	0
0.998	0.034	0.087	2024-01-02 18:22:46.348	0
0.989	0.034	0.088	2024-01-02 18:22:46.409	0
1.0	0.026	0.085	2024-01-02 18:22:46.539	0
0.992	0.034	0.085	2024-01-02 18:22:46.617	0
0.99	0.02	0.083	2024-01-02 18:22:46.741	0
0.995	0.019	0.079	2024-01-02 18:22:46.846	0
0.996	0.028	0.085	2024-01-02 18:22:46.948	0
0.991	0.02	0.083	2024-01-02 18:22:47.700	0
1.001	0.008	0.078	2024-01-02 18:22:47.158	0
0.997	0.021	0.088	2024-01-02 18:22:47.218	0
0.997	0.016	0.093	2024-01-02 18:22:47.340	0
0.999	0.013	0.091	2024-01-02 18:22:47.447	0
0.998	0.013	0.088	2024-01-02 18:22:47.546	0
0.994	0.016	0.083	2024-01-02 18:22:47.641	0
0.994	0.012	0.086	2024-01-02 18:22:47.755	0
0.997	0.013	0.085	2024-01-02 18:22:47.816	0
0.999	0.018	0.083	2024-01-02 18:22:47.944	0
0.992	0.015	0.083	2024-01-02 18:22:48.490	0
0.998	0.012	0.087	2024-01-02 18:22:48.145	0
0.995	0.018	0.085	2024-01-02 18:22:48.245	0
0.996	0.014	0.088	2024-01-02 18:22:48.356	0
0.995	0.011	0.084	2024-01-02 18:22:48.417	0
0.998	0.015	0.084	2024-01-02 18:22:48.564	0
0.991	0.012	0.085	2024-01-02 18:22:48.645	0
0.997	0.013	0.087	2024-01-02 18:22:48.745	0
0.995	0.018	0.085	2024-01-02 18:22:48.842	0
0.997	0.024	0.09	2024-01-02 18:22:48.955	0
0.993	0.021	0.088	2024-01-02 18:22:49.620	0
0.999	0.017	0.084	2024-01-02 18:22:49.165	0
0.996	0.022	0.083	2024-01-02 18:22:49.244	0
0.995	0.022	0.088	2024-01-02 18:22:49.347	0
0.989	0.018	0.084	2024-01-02 18:22:49.436	0
0.994	0.015	0.085	2024-01-02 18:22:49.554	0
0.997	0.021	0.085	2024-01-02 18:22:49.645	0
0.999	0.022	0.087	2024-01-02 18:22:49.765	0
0.994	0.019	0.085	2024-01-02 18:22:49.826	0
0.995	0.016	0.091	2024-01-02 18:22:50.700	0
0.994	0.014	0.086	2024-01-02 18:22:50.470	0
0.995	0.012	0.085	2024-01-02 18:22:50.154	0
0.997	0.008	0.078	2024-01-02 18:22:50.245	0
0.997	0.014	0.082	2024-01-02 18:22:50.364	0
0.997	0.015	0.084	2024-01-02 18:22:50.454	0
0.997	0.012	0.09	2024-01-02 18:22:50.575	0
0.996	0.007	0.089	2024-01-02 18:22:50.640	0
0.999	0.015	0.091	2024-01-02 18:22:50.755	0
0.993	0.008	0.081	2024-01-02 18:22:50.845	0
1.0	0.008	0.087	2024-01-02 18:22:50.994	0
1.004	0.013	0.083	2024-01-02 18:22:51.550	0
0.997	0.02	0.078	2024-01-02 18:22:51.176	0
0.995	0.011	0.083	2024-01-02 18:22:51.244	0
0.994	0.014	0.082	2024-01-02 18:22:51.388	0
0.995	0.023	0.091	2024-01-02 18:22:51.447	0
1.0	0.021	0.085	2024-01-02 18:22:51.568	0
0.995	0.022	0.075	2024-01-02 18:22:51.657	0
0.998	0.021	0.077	2024-01-02 18:22:51.777	0
1.002	0.035	0.078	2024-01-02 18:22:51.868	0
0.985	0.04	0.09	2024-01-02 18:22:51.985	0
1.002	0.024	0.084	2024-01-02 18:22:52.440	0
1.002	0.036	0.081	2024-01-02 18:22:52.165	0
0.993	0.034	0.08	2024-01-02 18:22:52.256	0
0.998	0.016	0.079	2024-01-02 18:22:52.378	0
0.999	0.022	0.071	2024-01-02 18:22:52.466	0
0.991	0.033	0.083	2024-01-02 18:22:52.588	0
0.995	0.022	0.08	2024-01-02 18:22:52.645	0
1.004	0.025	0.075	2024-01-02 18:22:52.798	0
0.999	0.027	0.078	2024-01-02 18:22:52.856	0
0.996	0.018	0.076	2024-01-02 18:22:52.977	0
0.997	0.021	0.076	2024-01-02 18:22:53.790	0
0.997	0.02	0.079	2024-01-02 18:22:53.186	0
0.996	0.013	0.077	2024-01-02 18:22:53.276	0
0.997	0.01	0.076	2024-01-02 18:22:53.395	0
0.994	0.011	0.077	2024-01-02 18:22:53.456	0
1.002	0.016	0.076	2024-01-02 18:22:53.577	0
0.996	0.029	0.08	2024-01-02 18:22:53.667	0
0.998	0.02	0.075	2024-01-02 18:22:53.787	0
0.998	0.024	0.077	2024-01-02 18:22:53.877	0
0.996	0.029	0.08	2024-01-02 18:22:53.998	0
0.997	0.02	0.075	2024-01-02 18:22:54.560	0
0.999	0.019	0.074	2024-01-02 18:22:54.208	0
0.998	0.021	0.076	2024-01-02 18:22:54.268	0
1.0	0.023	0.077	2024-01-02 18:22:54.387	0
0.995	0.025	0.081	2024-01-02 18:22:54.477	0
0.993	0.02	0.078	2024-01-02 18:22:54.597	0
0.997	0.018	0.077	2024-01-02 18:22:54.687	0
0.991	0.023	0.074	2024-01-02 18:22:54.808	0
0.996	0.018	0.077	2024-01-02 18:22:54.866	0
0.997	0.022	0.079	2024-01-02 18:22:54.987	0
0.996	0.021	0.075	2024-01-02 18:22:55.780	0
0.998	0.022	0.076	2024-01-02 18:22:55.197	0
1.0	0.021	0.076	2024-01-02 18:22:55.285	0
0.996	0.018	0.077	2024-01-02 18:22:55.438	0
0.999	0.02	0.075	2024-01-02 18:22:55.466	0
0.999	0.02	0.081	2024-01-02 18:22:55.619	0
0.998	0.019	0.078	2024-01-02 18:22:55.676	0
0.997	0.021	0.079	2024-01-02 18:22:55.797	0
1.004	0.021	0.077	2024-01-02 18:22:55.888	0
1.002	0.031	0.077	2024-01-02 18:22:56.700	0
0.984	0.024	0.069	2024-01-02 18:22:56.980	0
0.992	0.014	0.085	2024-01-02 18:22:56.225	0
1.012	0.028	0.074	2024-01-02 18:22:56.278	0
1.005	0.042	0.068	2024-01-02 18:22:56.397	0
0.99	0.035	0.076	2024-01-02 18:22:56.487	0
0.991	0.03	0.083	2024-01-02 18:22:56.610	0
0.996	0.032	0.073	2024-01-02 18:22:56.698	0
1.0	0.039	0.071	2024-01-02 18:22:56.818	0
1.001	0.038	0.073	2024-01-02 18:22:56.877	0
0.995	0.033	0.073	2024-01-02 18:22:57.390	0
0.99	0.023	0.075	2024-01-02 18:22:57.880	0
0.999	0.025	0.081	2024-01-02 18:22:57.207	0
0.994	0.032	0.086	2024-01-02 18:22:57.298	0
0.996	0.027	0.083	2024-01-02 18:22:57.425	0
0.996	0.021	0.073	2024-01-02 18:22:57.509	0
1.002	0.013	0.058	2024-01-02 18:22:57.647	0
1.007	0.009	0.02	2024-01-02 18:22:57.689	2
1.0	0.012	0.028	2024-01-02 18:22:57.808	2
0.998	0.018	0.086	2024-01-02 18:22:57.898	0
0.992	0.023	0.115	2024-01-02 18:22:58.190	0
0.994	0.031	0.117	2024-01-02 18:22:58.108	0
1.0	0.033	0.116	2024-01-02 18:22:58.239	0
0.995	0.05	0.137	2024-01-02 18:22:58.287	0
1.002	0.058	0.149	2024-01-02 18:22:58.444	0
0.984	0.055	0.121	2024-01-02 18:22:58.546	0
0.983	0.041	0.076	2024-01-02 18:22:58.615	0
0.971	0.052	0.111	2024-01-02 18:22:58.706	0
0.97	0.063	0.134	2024-01-02 18:22:58.825	0
0.987	0.094	0.169	2024-01-02 18:22:58.915	0
0.974	0.12	0.149	2024-01-02 18:22:59.350	0
0.984	0.116	0.138	2024-01-02 18:22:59.940	0
0.993	0.116	0.124	2024-01-02 18:22:59.215	0
1.0	0.123	0.141	2024-01-02 18:22:59.305	0
0.992	0.122	0.13	2024-01-02 18:22:59.424	0
0.984	0.119	0.165	2024-01-02 18:22:59.515	0
0.993	0.128	0.194	2024-01-02 18:22:59.645	0
0.994	0.125	0.164	2024-01-02 18:22:59.695	0
0.949	0.093	0.133	2024-01-02 18:22:59.845	0
0.97	0.033	0.08	2024-01-02 18:22:59.952	0
0.978	0.055	0.059	2024-01-02 18:23:00.540	0
1.011	0.052	0.036	2024-01-02 18:23:00.116	2
1.021	0.102	0.081	2024-01-02 18:23:00.239	0
1.002	0.109	0.097	2024-01-02 18:23:00.355	0
1.036	0.068	0.063	2024-01-02 18:23:00.449	2
1.015	0.074	0.054	2024-01-02 18:23:00.508	2
0.892	0.129	0.091	2024-01-02 18:23:00.639	1
1.164	-0.007	0.225	2024-01-02 18:23:00.718	0
0.966	0.134	0.081	2024-01-02 18:23:00.844	2
1.033	0.092	-0.004	2024-01-02 18:23:00.953	2
0.914	0.083	-0.127	2024-01-02 18:23:01.640	2
0.884	-0.016	-0.098	2024-01-02 18:23:01.108	2
1.207	0.018	-0.064	2024-01-02 18:23:01.257	2
0.887	0.114	-0.044	2024-01-02 18:23:01.318	2
1.019	-0.003	0.057	2024-01-02 18:23:01.439	0
1.042	0.166	0.0	2024-01-02 18:23:01.553	2
1.071	0.052	0.038	2024-01-02 18:23:01.650	2
0.92	0.15	0.024	2024-01-02 18:23:01.751	2
0.973	-0.022	0.013	2024-01-02 18:23:01.857	2
1.019	0.071	-0.02	2024-01-02 18:23:01.918	2
0.978	0.141	-0.044	2024-01-02 18:23:02.490	2
0.973	0.086	-0.06	2024-01-02 18:23:02.152	2
1.013	0.084	-0.021	2024-01-02 18:23:02.245	2
1.0	0.081	-0.032	2024-01-02 18:23:02.350	2
1.006	0.069	-0.037	2024-01-02 18:23:02.458	2
0.993	0.071	-0.013	2024-01-02 18:23:02.524	2
1.005	0.071	-0.018	2024-01-02 18:23:02.668	2
1.013	0.063	-0.037	2024-01-02 18:23:02.755	2
0.987	0.09	-0.023	2024-01-02 18:23:02.847	2
0.986	0.089	-0.011	2024-01-02 18:23:02.937	2
1.003	0.054	-0.034	2024-01-02 18:23:03.550	2
0.994	0.079	-0.025	2024-01-02 18:23:03.154	2
0.998	0.076	-0.019	2024-01-02 18:23:03.267	2
0.998	0.068	-0.026	2024-01-02 18:23:03.326	2
0.998	0.078	-0.017	2024-01-02 18:23:03.450	2
1.002	0.079	-0.03	2024-01-02 18:23:03.566	2
0.988	0.095	-0.017	2024-01-02 18:23:03.657	2
0.991	0.079	-0.022	2024-01-02 18:23:03.748	2
1.002	0.068	-0.026	2024-01-02 18:23:03.870	2
0.989	0.093	-0.019	2024-01-02 18:23:03.949	2
0.998	0.061	-0.016	2024-01-02 18:23:04.760	2
0.997	0.072	-0.035	2024-01-02 18:23:04.146	2
0.995	0.066	-0.034	2024-01-02 18:23:04.256	2
1.013	0.054	-0.031	2024-01-02 18:23:04.349	2
1.013	0.081	-0.035	2024-01-02 18:23:04.467	2
0.968	0.119	-0.033	2024-01-02 18:23:04.557	2
0.988	0.07	0.012	2024-01-02 18:23:04.674	2
