时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2024-1-7 17:54:51:734	WT901BLE67(D1376ACA69A3)	-0.373	-0.191	-0.756	-24.597	-32.166	4.211	-169.57	29.56	-119.75	-265.125	-204.650	-17.900	0.26736	-0.43716	0.85834	0.02319	26.7	10080.1.7	90
2024-1-7 18:1:23:725	WT901BLE67(D1376ACA69A3)	0.348	-0.431	-1.488	-30.273	-43.518	8.728	-170.77	32.39	-119.36	-265.125	49.350	-10.517	0.26736	-0.43716	0.85834	0.02319	26.7	10080.1.7	90
2024-1-7 18:1:23:837	WT901BLE67(D1376ACA69A3)	0.336	-0.627	0.675	-1.099	-5.798	23.376	-46.65	-16.90	-10.85	-265.125	49.350	-10.517	0.26736	-0.43716	0.85834	0.02319	26.7	10080.1.7	90
2024-1-7 18:1:23:929	WT901BLE67(D1376ACA69A3)	0.275	-0.604	0.685	2.075	-5.127	28.503	-47.13	-15.52	-8.62	-265.108	267.875	262.508	0.26736	-0.43716	0.85834	0.02319	26.7	10080.1.7	90
2024-1-7 18:1:24:78	WT901BLE67(D1376ACA69A3)	0.256	-0.697	0.695	4.944	-3.540	34.058	-47.15	-13.58	-5.92	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	26.7	10080.1.7	90
2024-1-7 18:1:24:109	WT901BLE67(D1376ACA69A3)	0.161	-0.683	0.717	8.301	-0.610	29.541	-46.96	-11.51	-3.69	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	26.7	10080.1.7	90
2024-1-7 18:1:24:228	WT901BLE67(D1376ACA69A3)	0.012	-0.803	0.640	4.883	-7.996	27.832	-46.63	-9.88	-1.38	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	26.7	10080.1.7	90
2024-1-7 18:1:24:319	WT901BLE67(D1376ACA69A3)	-0.076	-0.819	0.624	1.038	-6.958	22.949	-46.85	-8.62	0.98	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	26.7	10080.1.7	75
2024-1-7 18:1:24:439	WT901BLE67(D1376ACA69A3)	-0.086	-0.825	0.603	-13.489	0.366	12.756	-47.98	-7.39	2.47	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	26.7	10080.1.7	75
2024-1-7 18:1:24:557	WT901BLE67(D1376ACA69A3)	-0.029	-0.727	0.656	-10.986	15.625	-9.644	-49.32	-6.46	1.92	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:24:650	WT901BLE67(D1376ACA69A3)	0.165	-0.707	0.618	-8.545	24.353	-32.104	-50.02	-6.60	-1.25	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:24:738	WT901BLE67(D1376ACA69A3)	0.144	-0.680	0.587	2.502	13.855	-29.541	-49.76	-7.53	-4.97	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:24:829	WT901BLE67(D1376ACA69A3)	0.070	-0.794	0.637	8.606	3.845	-16.785	-48.63	-8.61	-7.12	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:24:920	WT901BLE67(D1376ACA69A3)	0.172	-0.785	0.679	7.446	-3.723	-6.348	-47.89	-9.38	-7.33	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:25:38	WT901BLE67(D1376ACA69A3)	0.210	-0.792	0.651	-2.502	0.732	-7.080	-47.62	-9.78	-7.85	-265.108	267.875	262.508	-0.90659	0.40213	0.08737	0.09283	22.1	10080.1.7	75
2024-1-7 18:1:25:128	WT901BLE67(D1376ACA69A3)	0.224	-0.706	0.625	-1.465	-7.019	1.221	-48.05	-10.18	-7.78	-265.108	267.875	262.508	-0.90668	0.40717	0.05045	0.09744	22.1	10080.1.7	75
2024-1-7 18:1:25:248	WT901BLE67(D1376ACA69A3)	0.213	-0.785	0.690	-1.038	-6.653	-2.014	-48.25	-10.61	-7.10	-265.108	267.875	262.508	-0.90668	0.40717	0.05045	0.09744	22.1	10080.1.7	75
2024-1-7 18:1:25:337	WT901BLE67(D1376ACA69A3)	0.199	-0.650	0.631	-1.282	-9.399	1.221	-48.67	-11.23	-6.48	-265.108	267.875	262.508	-0.90668	0.40717	0.05045	0.09744	22.1	10080.1.7	75
2024-1-7 18:1:25:459	WT901BLE67(D1376ACA69A3)	0.229	-0.734	0.664	3.296	-4.944	-0.732	-48.50	-11.69	-5.86	-265.108	267.875	262.508	-0.90668	0.40717	0.05045	0.09744	22.1	10080.1.7	75
2024-1-7 18:1:25:548	WT901BLE67(D1376ACA69A3)	0.212	-0.709	0.634	2.869	-2.380	-1.038	-48.23	-12.02	-5.77	-265.108	267.875	262.508	-0.90369	0.41269	0.07202	0.08813	22.1	10080.1.7	75
2024-1-7 18:1:25:639	WT901BLE67(D1376ACA69A3)	0.227	-0.729	0.657	3.052	0.549	-2.075	-47.85	-12.17	-5.80	-265.108	267.875	262.508	-0.90369	0.41269	0.07202	0.08813	22.1	10080.1.7	75
2024-1-7 18:1:25:728	WT901BLE67(D1376ACA69A3)	0.221	-0.720	0.654	1.770	1.892	-3.906	-47.57	-12.33	-6.15	-265.108	267.875	262.508	-0.90369	0.41269	0.07202	0.08813	22.1	10080.1.7	75
2024-1-7 18:1:25:848	WT901BLE67(D1376ACA69A3)	0.224	-0.719	0.666	1.221	2.258	-3.296	-47.33	-12.47	-6.55	-265.108	267.875	262.508	-0.90369	0.41269	0.07202	0.08813	22.1	10080.1.7	75
2024-1-7 18:1:25:939	WT901BLE67(D1376ACA69A3)	0.209	-0.723	0.658	0.183	1.587	-1.953	-47.21	-12.55	-6.89	-265.108	267.875	262.508	-0.90649	0.40381	0.07645	0.09625	22.1	10080.1.7	75
2024-1-7 18:1:26:59	WT901BLE67(D1376ACA69A3)	0.213	-0.717	0.665	-0.366	1.404	-0.427	-47.21	-12.54	-7.07	-265.108	267.875	262.508	-0.90649	0.40381	0.07645	0.09625	22.1	10080.1.7	75
2024-1-7 18:1:26:121	WT901BLE67(D1376ACA69A3)	0.210	-0.717	0.663	0.000	1.099	0.793	-47.20	-12.42	-7.12	-265.108	267.875	262.508	-0.90649	0.40381	0.07645	0.09625	22.1	10080.1.7	75
2024-1-7 18:1:26:244	WT901BLE67(D1376ACA69A3)	0.198	-0.723	0.657	0.183	-0.610	1.221	-47.20	-12.34	-7.02	-265.108	267.875	262.508	-0.90649	0.40381	0.07645	0.09625	22.1	10080.1.7	75
2024-1-7 18:1:26:328	WT901BLE67(D1376ACA69A3)	0.197	-0.716	0.665	0.916	-0.610	1.221	-47.17	-12.27	-6.86	-265.108	267.875	262.508	-0.90668	0.40332	0.07391	0.09860	22.1	10080.1.7	75
2024-1-7 18:1:26:478	WT901BLE67(D1376ACA69A3)	0.195	-0.724	0.662	1.099	-0.610	1.953	-47.10	-12.16	-6.68	-265.108	267.875	262.508	-0.90668	0.40332	0.07391	0.09860	22.1	10080.1.7	75
2024-1-7 18:1:26:546	WT901BLE67(D1376ACA69A3)	0.197	-0.720	0.661	0.916	-0.244	1.648	-47.03	-12.05	-6.54	-265.108	267.875	262.508	-0.90668	0.40332	0.07391	0.09860	22.1	10080.1.7	75
2024-1-7 18:1:26:659	WT901BLE67(D1376ACA69A3)	0.156	-0.721	0.664	-0.183	-0.854	1.831	-47.05	-11.93	-6.35	-265.108	267.875	262.508	-0.90668	0.40332	0.07391	0.09860	22.1	10080.1.7	75
2024-1-7 18:1:26:750	WT901BLE67(D1376ACA69A3)	0.262	-0.737	0.686	-1.404	-0.732	-1.526	-47.11	-11.90	-6.17	-265.108	267.875	262.508	-0.90820	0.40170	0.07312	0.09143	22.1	10080.1.7	75
2024-1-7 18:1:26:870	WT901BLE67(D1376ACA69A3)	0.207	-0.707	0.636	0.244	1.160	-3.052	-47.08	-11.99	-6.67	-265.108	267.875	262.508	-0.90820	0.40170	0.07312	0.09143	22.1	10080.1.7	75
2024-1-7 18:1:27:78	WT901BLE67(D1376ACA69A3)	0.177	-0.728	0.649	1.770	-2.319	7.629	-46.96	-11.80	-6.36	-265.108	267.875	262.508	-0.90820	0.40170	0.07312	0.09143	22.1	10080.1.7	75
2024-1-7 18:1:27:79	WT901BLE67(D1376ACA69A3)	0.102	-0.733	0.684	5.371	-7.263	15.564	-46.81	-11.30	-5.04	-265.108	267.875	262.508	-0.90820	0.40170	0.07312	0.09143	22.1	10080.1.7	75
2024-1-7 18:1:27:140	WT901BLE67(D1376ACA69A3)	0.126	-0.719	0.692	5.615	-2.686	6.226	-46.54	-10.80	-3.66	-265.108	267.875	262.508	-0.90820	0.40170	0.07312	0.09143	22.1	10080.1.7	75
