时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2024-1-2 13:38:58:213	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.125	50.508	-75.850	0.95706	0.00064	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:268	WT901BLE67(D1376ACA69A3)	-0.009	0.005	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.125	50.508	-75.850	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:391	WT901BLE67(D1376ACA69A3)	-0.011	0.003	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.125	50.508	-75.850	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:485	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.308	-75.725	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:602	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.308	-75.725	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:691	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.308	-75.725	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:813	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.999	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.308	-75.725	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:58:901	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.433	-75.650	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:23	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.999	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.433	-75.650	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:87	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.433	-75.650	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:202	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.433	-75.650	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:290	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.450	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:413	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.450	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:499	WT901BLE67(D1376ACA69A3)	-0.010	0.003	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.450	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:619	WT901BLE67(D1376ACA69A3)	-0.010	0.003	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.450	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:687	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.058	50.450	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:799	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.050	50.317	-75.967	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:38:59:893	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.050	50.317	-75.967	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:12	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.050	50.317	-75.967	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:102	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.950	50.475	-75.817	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:222	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	33.950	50.475	-75.817	0.95706	0.00064	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:310	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.950	50.475	-75.817	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:435	WT901BLE67(D1376ACA69A3)	-0.009	0.003	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.950	50.475	-75.817	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:491	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.950	50.475	-75.817	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:615	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.042	50.358	-75.708	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:702	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.042	50.358	-75.708	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:822	WT901BLE67(D1376ACA69A3)	-0.009	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.042	50.358	-75.708	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:0:913	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.500	-75.825	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:32	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.500	-75.825	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:93	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.500	-75.825	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:213	WT901BLE67(D1376ACA69A3)	-0.010	0.006	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.500	-75.825	0.95706	0.00064	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:303	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.500	-75.825	0.95706	0.00064	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:420	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.033	50.633	-75.717	0.95706	0.00064	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:511	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.033	50.633	-75.717	0.95706	0.00064	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:631	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.999	0.000	0.000	0.000	0.26	0.59	33.67	34.033	50.633	-75.717	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:723	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.59	33.67	34.117	50.467	-75.783	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:843	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.59	33.67	34.117	50.467	-75.783	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:1:902	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.998	0.000	0.000	0.000	0.26	0.59	33.67	34.117	50.467	-75.783	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:23	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.59	33.67	34.117	50.467	-75.783	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:114	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.117	50.467	-75.783	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:233	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.475	-75.917	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:324	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.475	-75.917	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:443	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.475	-75.917	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:502	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.475	-75.917	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:621	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.142	50.417	-75.792	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:713	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.142	50.417	-75.792	0.95706	0.00067	0.00565	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:833	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.142	50.417	-75.792	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:2:925	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.142	50.417	-75.792	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:80	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.008	50.275	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:132	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.008	50.275	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:253	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.008	50.275	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:309	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.008	50.275	-75.750	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:433	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.392	-76.117	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:524	WT901BLE67(D1376ACA69A3)	-0.012	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.392	-76.117	0.95706	0.00067	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:642	WT901BLE67(D1376ACA69A3)	-0.009	0.004	0.996	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.392	-76.117	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:733	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.392	-76.117	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:853	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.400	-76.158	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:3:914	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.400	-76.158	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:30	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.400	-76.158	0.95706	0.00067	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:124	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.400	-76.158	0.95706	0.00067	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:242	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.383	-76.075	0.95706	0.00067	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:331	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.383	-76.075	0.95706	0.00067	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:452	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.383	-76.075	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:543	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.383	-76.075	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:663	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.483	-75.833	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:719	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.483	-75.833	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:842	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.997	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.483	-75.833	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:4:932	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	33.967	50.483	-75.833	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:52	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.250	-75.875	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:143	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.250	-75.875	0.95706	0.00070	0.00568	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:263	WT901BLE67(D1376ACA69A3)	-0.011	0.005	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.250	-75.875	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:324	WT901BLE67(D1376ACA69A3)	-0.011	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.092	50.250	-75.875	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:440	WT901BLE67(D1376ACA69A3)	-0.010	0.005	0.996	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.375	-76.008	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:532	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.375	-76.008	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:650	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.017	50.375	-76.008	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:39:5:821	WT901BLE67(D1376ACA69A3)	-0.010	0.004	0.997	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.508	-75.767	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:40:52:911	WT901BLE67(D1376ACA69A3)	-0.254	0.004	0.998	0.000	0.000	0.000	0.26	0.60	33.67	34.083	50.508	-75.767	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:40:53:21	WT901BLE67(D1376ACA69A3)	-0.254	-0.950	-0.191	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:40:53:84	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.191	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.95706	0.00070	0.00571	0.28961	26.1	10080.1.7	100
2024-1-2 13:40:53:203	WT901BLE67(D1376ACA69A3)	-0.254	-0.949	-0.192	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	26.1	10080.1.7	100
2024-1-2 13:40:53:290	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.193	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	26.1	10080.1.7	100
2024-1-2 13:40:53:411	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.192	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	26.1	10080.1.7	100
2024-1-2 13:40:53:503	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.192	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	26.1	10080.1.7	100
2024-1-2 13:40:53:623	WT901BLE67(D1376ACA69A3)	-0.254	-0.950	-0.191	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:53:715	WT901BLE67(D1376ACA69A3)	-0.254	-0.950	-0.193	0.000	0.000	0.000	-100.92	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:53:832	WT901BLE67(D1376ACA69A3)	-0.256	-0.949	-0.191	0.000	0.000	0.000	-100.91	14.73	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:53:894	WT901BLE67(D1376ACA69A3)	-0.253	-0.948	-0.191	0.183	-0.061	0.000	-100.91	14.72	100.88	34.083	50.508	-75.767	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:12	WT901BLE67(D1376ACA69A3)	-0.253	-0.952	-0.192	-0.061	0.000	0.000	-100.92	14.73	100.88	43.533	83.092	60.708	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:103	WT901BLE67(D1376ACA69A3)	-0.256	-0.949	-0.192	0.000	0.000	0.000	-100.91	14.73	100.88	43.533	83.092	60.708	0.32587	-0.54999	-0.53763	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:223	WT901BLE67(D1376ACA69A3)	-0.254	-0.949	-0.193	0.061	0.000	0.000	-100.91	14.73	100.88	43.533	83.092	60.708	0.32587	-0.54996	-0.53766	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:315	WT901BLE67(D1376ACA69A3)	-0.248	-0.950	-0.193	-0.061	0.000	0.000	-100.91	14.73	100.88	43.533	83.092	60.708	0.32587	-0.54996	-0.53766	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:432	WT901BLE67(D1376ACA69A3)	-0.263	-0.957	-0.199	-0.061	0.061	0.000	-100.91	14.73	100.89	43.575	83.050	60.475	0.32587	-0.54996	-0.53766	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:493	WT901BLE67(D1376ACA69A3)	-0.252	-0.950	-0.186	0.183	-0.488	0.244	-100.90	14.73	100.89	43.575	83.050	60.475	0.32587	-0.54996	-0.53766	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:615	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.196	-0.122	0.183	-0.183	-100.90	14.72	100.89	43.575	83.050	60.475	0.32587	-0.54996	-0.53766	0.54968	27.3	10080.1.7	100
2024-1-2 13:40:54:703	WT901BLE67(D1376ACA69A3)	-0.255	-0.951	-0.190	0.122	-0.244	0.183	-100.89	14.72	100.89	43.575	83.050	60.475	0.32590	-0.54990	-0.53763	0.54974	27.3	10080.1.7	100
2024-1-2 13:40:54:824	WT901BLE67(D1376ACA69A3)	-0.253	-0.950	-0.190	0.061	-0.061	0.000	-100.89	14.72	100.89	43.450	82.958	60.617	0.32590	-0.54990	-0.53763	0.54974	27.3	10080.1.7	100
