时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2024-1-7 15:9:5:201	WT901BLE67(D1376ACA69A3)	0.117	0.916	-0.367	-0.793	0.366	0.000	109.57	-6.52	-80.36	201.208	-139.892	37.933	0.46887	0.60242	-0.55164	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:5:290	WT901BLE67(D1376ACA69A3)	0.121	0.924	-0.364	-0.366	0.183	0.183	109.59	-6.54	-80.36	201.208	-139.892	37.933	0.46887	0.60242	-0.55164	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:5:410	WT901BLE67(D1376ACA69A3)	0.112	0.929	-0.367	-0.854	-0.305	0.305	109.59	-6.57	-80.38	201.025	-140.358	38.150	0.46887	0.60242	-0.55164	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:5:471	WT901BLE67(D1376ACA69A3)	0.123	0.922	-0.366	-0.671	0.244	0.488	109.53	-6.62	-80.37	201.025	-140.358	38.150	0.46887	0.60242	-0.55164	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:5:621	WT901BLE67(D1376ACA69A3)	0.118	0.924	-0.364	-0.671	0.122	0.000	109.52	-6.66	-80.39	201.025	-140.358	38.150	0.47021	0.60153	-0.55161	-0.33563	28.0	10080.1.7	100
2024-1-7 15:9:5:681	WT901BLE67(D1376ACA69A3)	0.118	0.926	-0.361	-1.038	0.061	0.244	109.49	-6.68	-80.38	201.025	-140.358	38.150	0.47021	0.60153	-0.55161	-0.33563	28.0	10080.1.7	100
2024-1-7 15:9:5:801	WT901BLE67(D1376ACA69A3)	0.121	0.924	-0.363	-0.488	-0.793	0.305	109.47	-6.70	-80.43	200.817	-140.450	37.967	0.47021	0.60153	-0.55161	-0.33563	28.0	10080.1.7	100
2024-1-7 15:9:5:890	WT901BLE67(D1376ACA69A3)	0.122	0.916	-0.361	-0.610	-1.038	0.305	109.47	-6.67	-80.54	200.817	-140.450	37.967	0.47021	0.60153	-0.55161	-0.33563	28.0	10080.1.7	100
2024-1-7 15:9:6:10	WT901BLE67(D1376ACA69A3)	0.123	0.927	-0.364	0.549	-1.648	0.061	109.58	-6.66	-80.66	200.817	-140.450	37.967	0.47070	0.60043	-0.55222	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:6:101	WT901BLE67(D1376ACA69A3)	0.124	0.922	-0.369	0.305	-1.038	-0.183	109.70	-6.62	-80.80	200.800	-140.417	37.617	0.47070	0.60043	-0.55222	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:6:255	WT901BLE67(D1376ACA69A3)	0.119	0.928	-0.365	-0.488	-1.343	-0.183	109.76	-6.56	-80.91	200.800	-140.417	37.617	0.47070	0.60043	-0.55222	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:6:280	WT901BLE67(D1376ACA69A3)	0.105	0.920	-0.370	-0.427	-1.465	0.061	109.78	-6.53	-81.06	200.800	-140.417	37.617	0.47070	0.60043	-0.55222	-0.33591	28.0	10080.1.7	100
2024-1-7 15:9:6:399	WT901BLE67(D1376ACA69A3)	0.135	0.952	-0.369	-3.906	-1.526	-0.244	109.63	-6.50	-81.15	200.800	-140.417	37.617	0.46692	0.59961	-0.55536	-0.33749	28.0	10080.1.7	100
2024-1-7 15:9:6:491	WT901BLE67(D1376ACA69A3)	0.100	0.944	-0.354	-7.019	-2.075	0.549	109.08	-6.42	-81.35	200.800	-140.417	37.617	0.46692	0.59961	-0.55536	-0.33749	28.0	10080.1.7	100
2024-1-7 15:9:6:610	WT901BLE67(D1376ACA69A3)	0.098	0.969	-0.350	-9.216	-2.747	3.479	108.34	-6.54	-81.56	201.392	-140.550	37.192	0.46692	0.59961	-0.55536	-0.33749	28.0	10080.1.7	100
2024-1-7 15:9:6:701	WT901BLE67(D1376ACA69A3)	0.017	0.948	-0.340	-13.977	-8.911	10.254	107.26	-6.98	-82.29	201.392	-140.550	37.192	0.46692	0.59961	-0.55536	-0.33749	28.0	10080.1.7	100
2024-1-7 15:9:6:821	WT901BLE67(D1376ACA69A3)	0.093	0.926	-0.334	-15.320	-22.705	17.273	106.02	-7.86	-84.05	201.392	-140.550	37.192	0.47552	0.58661	-0.55453	-0.34949	28.0	10080.1.7	100
2024-1-7 15:9:6:911	WT901BLE67(D1376ACA69A3)	0.127	0.911	-0.327	-13.489	-38.208	18.127	105.21	-8.64	-87.65	200.717	-143.783	33.458	0.47552	0.58661	-0.55453	-0.34949	28.0	10080.1.7	100
2024-1-7 15:9:6:996	WT901BLE67(D1376ACA69A3)	0.221	0.955	-0.344	-15.625	-56.946	24.902	104.84	-9.23	-92.87	200.717	-143.783	33.458	0.47552	0.58661	-0.55453	-0.34949	28.0	10080.1.7	100
2024-1-7 15:9:7:90	WT901BLE67(D1376ACA69A3)	0.281	0.875	-0.354	-15.991	-57.495	30.334	104.44	-10.49	-99.37	200.717	-143.783	33.458	0.47552	0.58661	-0.55453	-0.34949	28.0	10080.1.7	100
2024-1-7 15:9:7:342	WT901BLE67(D1376ACA69A3)	0.271	0.892	-0.344	-11.902	-46.753	23.743	104.45	-11.82	-105.34	201.108	-151.350	16.717	0.45441	0.47952	-0.62726	-0.41232	28.0	10080.1.7	100
2024-1-7 15:9:7:343	WT901BLE67(D1376ACA69A3)	0.257	0.904	-0.344	-10.620	-35.767	11.292	104.48	-12.55	-109.87	201.108	-151.350	16.717	0.45441	0.47952	-0.62726	-0.41232	28.0	10080.1.7	100
2024-1-7 15:11:7:750	WT901BLE67(D1376ACA69A3)	-1.293	0.906	-0.278	-4.028	-28.931	-4.272	104.63	-12.13	-113.25	201.108	-151.350	16.717	0.45441	0.47952	-0.62726	-0.41232	28.0	10080.1.7	100
2024-1-7 15:11:7:867	WT901BLE67(D1376ACA69A3)	-0.803	0.573	-0.436	51.575	-28.076	62.988	157.15	47.83	-122.27	-265.125	206.658	272.908	0.45441	0.47952	-0.62726	-0.41232	28.0	10080.1.7	100
2024-1-7 15:11:7:957	WT901BLE67(D1376ACA69A3)	-0.426	0.333	-0.620	6.165	-25.513	9.949	154.63	49.69	-128.17	-265.125	206.658	272.908	0.45441	0.47952	-0.62726	-0.41232	28.0	10080.1.7	100
2024-1-7 15:11:8:77	WT901BLE67(D1376ACA69A3)	-0.407	0.203	-0.359	15.381	-29.785	0.061	152.68	52.33	-132.09	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	28.0	10080.1.7	100
2024-1-7 15:11:8:167	WT901BLE67(D1376ACA69A3)	-0.791	0.230	-0.444	19.714	-15.747	-5.249	153.69	54.20	-132.99	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	28.0	10080.1.7	100
2024-1-7 15:11:8:258	WT901BLE67(D1376ACA69A3)	-1.339	0.354	-0.938	21.179	10.620	-13.916	156.75	54.28	-131.81	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	28.0	10080.1.7	100
2024-1-7 15:11:8:349	WT901BLE67(D1376ACA69A3)	-0.594	0.356	-0.933	34.180	13.245	-16.418	161.93	52.97	-128.81	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	28.0	10080.1.7	100
2024-1-7 15:11:8:527	WT901BLE67(D1376ACA69A3)	-0.609	0.087	-0.262	19.470	4.578	6.104	164.35	55.00	-129.05	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:8:561	WT901BLE67(D1376ACA69A3)	-0.348	0.020	-0.514	18.677	5.310	23.560	164.61	54.36	-130.50	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:8:679	WT901BLE67(D1376ACA69A3)	-0.644	0.104	-0.339	17.090	10.315	30.518	163.28	52.77	-134.90	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:8:743	WT901BLE67(D1376ACA69A3)	-0.604	0.104	-0.679	7.568	11.719	27.283	162.17	50.02	-138.07	-265.125	206.658	272.908	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:8:858	WT901BLE67(D1376ACA69A3)	-0.932	0.117	-0.870	14.648	12.024	41.382	160.23	47.30	-142.60	-265.125	195.600	272.483	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:8:948	WT901BLE67(D1376ACA69A3)	-1.183	0.307	-1.133	33.508	11.108	63.782	158.79	44.10	-147.61	-265.125	195.600	272.483	0.29205	-0.46036	0.75473	0.36478	27.6	10080.1.7	100
2024-1-7 15:11:9:69	WT901BLE67(D1376ACA69A3)	-0.480	0.544	-0.529	50.964	-33.813	51.025	157.62	43.05	-155.47	-265.125	195.600	272.483	0.30377	-0.30383	0.86392	0.26251	27.6	10080.1.7	100
2024-1-7 15:11:9:156	WT901BLE67(D1376ACA69A3)	-0.303	0.183	-0.440	27.527	-36.194	21.606	155.96	45.73	-162.14	-265.125	195.600	272.483	0.30377	-0.30383	0.86392	0.26251	27.6	10080.1.7	100
2024-1-7 15:11:9:277	WT901BLE67(D1376ACA69A3)	-0.617	0.180	-0.622	41.870	-32.043	13.733	156.26	48.01	-166.33	-265.125	178.375	271.817	0.30377	-0.30383	0.86392	0.26251	27.6	10080.1.7	100
2024-1-7 15:11:9:368	WT901BLE67(D1376ACA69A3)	-0.721	0.555	-0.895	42.175	-13.733	11.597	158.42	48.97	-169.66	-265.125	178.375	271.817	0.30377	-0.30383	0.86392	0.26251	27.6	10080.1.7	100
2024-1-7 15:11:9:681	WT901BLE67(D1376ACA69A3)	-1.348	0.415	-0.996	33.997	31.006	3.967	161.65	47.24	-170.06	-265.125	178.375	271.817	0.39133	-0.15402	0.88437	0.20233	27.6	10080.1.7	100
2024-1-7 15:11:9:682	WT901BLE67(D1376ACA69A3)	-0.569	0.206	-0.485	41.992	8.179	34.363	164.27	45.39	-171.10	-265.125	178.375	271.817	0.39133	-0.15402	0.88437	0.20233	27.6	10080.1.7	100
2024-1-7 15:11:9:683	WT901BLE67(D1376ACA69A3)	-0.339	0.151	-0.571	1.343	-15.320	16.418	162.39	46.75	-175.25	-265.125	178.375	271.817	0.39133	-0.15402	0.88437	0.20233	27.6	10080.1.7	100
2024-1-7 15:11:9:757	WT901BLE67(D1376ACA69A3)	-0.508	0.041	-0.467	9.521	-7.996	23.193	160.71	47.21	-178.25	-265.125	178.375	271.817	0.39133	-0.15402	0.88437	0.20233	27.6	10080.1.7	100
2024-1-7 15:14:56:831	WT901BLE67(D1376ACA69A3)	-0.609	0.261	-0.803	9.277	6.531	39.001	158.86	45.96	177.34	-265.125	178.375	271.817	0.39136	-0.06387	0.90405	0.15909	27.6	10080.1.7	100
2024-1-7 15:14:56:890	WT901BLE67(D1376ACA69A3)	-0.629	0.208	-0.763	5.737	-3.479	5.371	163.34	39.74	174.36	-265.125	178.375	271.817	0.39136	-0.06387	0.90405	0.15909	27.6	10080.1.7	100
2024-1-7 15:14:56:980	WT901BLE67(D1376ACA69A3)	-0.620	0.215	-0.758	5.432	-2.441	4.272	163.52	39.80	173.68	-265.125	147.000	270.583	0.39136	-0.06387	0.90405	0.15909	27.6	10080.1.7	100
2024-1-7 15:14:57:102	WT901BLE67(D1376ACA69A3)	-0.629	0.225	-0.753	3.418	-1.648	3.296	163.62	39.86	173.13	-265.125	147.000	270.583	0.39136	-0.06387	0.90405	0.15909	27.6	10080.1.7	100
2024-1-7 15:14:57:163	WT901BLE67(D1376ACA69A3)	-0.639	0.214	-0.751	1.892	-0.854	1.099	163.72	39.88	172.86	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	27.6	10080.1.7	100
2024-1-7 15:14:57:281	WT901BLE67(D1376ACA69A3)	-0.637	0.209	-0.747	-0.061	0.366	-0.366	163.78	39.84	172.80	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	27.6	10080.1.7	100
2024-1-7 15:14:57:432	WT901BLE67(D1376ACA69A3)	-0.633	0.208	-0.753	0.122	0.000	0.305	163.79	39.80	172.79	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	27.6	10080.1.7	100
2024-1-7 15:14:57:490	WT901BLE67(D1376ACA69A3)	-0.631	0.209	-0.751	-0.854	-1.038	-0.671	163.77	39.86	172.81	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	27.6	10080.1.7	100
2024-1-7 15:14:57:581	WT901BLE67(D1376ACA69A3)	-0.625	0.205	-0.751	-1.282	-1.099	-0.671	163.70	39.97	172.87	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:57:732	WT901BLE67(D1376ACA69A3)	-0.638	0.201	-0.744	-1.221	0.244	0.061	163.60	40.00	172.91	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:57:761	WT901BLE67(D1376ACA69A3)	-0.632	0.205	-0.751	-0.244	0.854	1.221	163.54	39.88	172.86	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:57:882	WT901BLE67(D1376ACA69A3)	-0.625	0.206	-0.751	0.183	1.282	1.587	163.49	39.72	172.74	-265.125	147.000	270.583	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:57:973	WT901BLE67(D1376ACA69A3)	-0.635	0.215	-0.756	0.122	1.709	1.038	163.45	39.53	172.62	-265.125	147.508	270.608	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:58:92	WT901BLE67(D1376ACA69A3)	-0.662	0.248	-0.759	-2.014	2.869	-2.808	163.52	39.30	172.79	-265.125	147.508	270.608	0.34497	0.00839	0.93173	0.11279	21.6	10080.1.7	100
2024-1-7 15:14:58:182	WT901BLE67(D1376ACA69A3)	-0.591	0.406	-0.744	-17.090	0.793	-18.372	163.37	39.39	173.97	-265.125	147.508	270.608	0.33981	0.00760	0.93335	0.11493	21.6	10080.1.7	100
2024-1-7 15:14:58:302	WT901BLE67(D1376ACA69A3)	-0.499	0.450	-0.734	-47.791	2.869	-54.993	162.76	40.35	178.45	-265.125	147.508	270.608	0.33981	0.00760	0.93335	0.11493	21.6	10080.1.7	100
2024-1-7 15:14:58:392	WT901BLE67(D1376ACA69A3)	-0.519	0.376	-0.771	-71.899	14.465	-83.801	162.34	41.54	-172.38	-265.125	146.292	270.558	0.33981	0.00760	0.93335	0.11493	21.6	10080.1.7	100
2024-1-7 15:14:58:511	WT901BLE67(D1376ACA69A3)	-0.520	0.262	-0.829	-85.876	19.958	-101.074	162.59	42.41	-159.70	-265.125	146.292	270.558	0.33981	0.00760	0.93335	0.11493	21.6	10080.1.7	100
2024-1-7 15:14:58:573	WT901BLE67(D1376ACA69A3)	-0.567	0.126	-0.839	-87.036	24.048	-102.844	163.48	42.97	-145.37	-265.125	146.292	270.558	0.33981	0.00760	0.93335	0.11493	21.6	10080.1.7	100
2024-1-7 15:14:58:693	WT901BLE67(D1376ACA69A3)	-0.641	0.047	-0.839	-76.111	24.109	-87.280	164.62	42.90	-131.92	-265.125	146.292	270.558	0.32065	-0.25412	0.88690	0.21423	21.6	10080.1.7	100
2024-1-7 15:14:58:783	WT901BLE67(D1376ACA69A3)	-0.667	0.023	-0.793	-61.829	19.836	-68.665	165.43	42.50	-120.98	-265.125	148.150	270.633	0.32065	-0.25412	0.88690	0.21423	21.6	10080.1.7	100
2024-1-7 15:14:58:902	WT901BLE67(D1376ACA69A3)	-0.687	0.006	-0.773	-46.326	14.526	-50.842	166.02	42.22	-112.57	-265.125	148.150	270.633	0.32065	-0.25412	0.88690	0.21423	21.6	10080.1.7	100
2024-1-7 15:14:59:24	WT901BLE67(D1376ACA69A3)	-0.708	0.023	-0.775	-29.175	6.836	-29.602	166.32	42.18	-107.19	-265.125	148.150	270.633	0.22708	-0.56961	0.73169	0.29742	21.6	10080.1.7	100
2024-1-7 15:14:59:113	WT901BLE67(D1376ACA69A3)	-0.683	-0.015	-0.762	-9.033	-1.282	-5.310	166.35	42.38	-104.85	-265.125	148.150	270.633	0.22708	-0.56961	0.73169	0.29742	21.6	10080.1.7	100
2024-1-7 15:14:59:173	WT901BLE67(D1376ACA69A3)	-0.669	0.039	-0.755	9.033	-7.019	20.325	165.89	42.64	-106.21	-265.125	148.150	270.633	0.22708	-0.56961	0.73169	0.29742	21.6	10080.1.7	100
2024-1-7 15:14:59:293	WT901BLE67(D1376ACA69A3)	-0.663	0.069	-0.743	22.766	-11.108	38.147	164.94	42.84	-110.46	-265.125	154.083	270.867	0.22708	-0.56961	0.73169	0.29742	21.6	10080.1.7	100
2024-1-7 15:14:59:385	WT901BLE67(D1376ACA69A3)	-0.670	0.098	-0.739	36.987	-15.625	53.162	163.84	42.92	-116.90	-265.125	154.083	270.867	0.22708	-0.56961	0.73169	0.29742	21.6	10080.1.7	100
2024-1-7 15:14:59:504	WT901BLE67(D1376ACA69A3)	-0.632	0.185	-0.731	46.326	-18.005	61.829	162.73	42.83	-125.08	-265.125	154.083	270.867	0.23215	-0.55161	0.74078	0.30490	21.6	10080.1.7	100
2024-1-7 15:14:59:592	WT901BLE67(D1376ACA69A3)	-0.621	0.229	-0.712	49.927	-18.860	63.477	161.69	42.64	-133.92	-265.125	146.575	270.567	0.23215	-0.55161	0.74078	0.30490	21.6	10080.1.7	100
2024-1-7 15:14:59:712	WT901BLE67(D1376ACA69A3)	-0.610	0.270	-0.735	50.903	-18.005	61.646	160.88	42.29	-142.71	-265.125	146.575	270.567	0.23215	-0.55161	0.74078	0.30490	21.6	10080.1.7	100
2024-1-7 15:14:59:828	WT901BLE67(D1376ACA69A3)	-0.657	0.304	-0.730	52.307	-16.602	56.580	160.52	41.87	-151.02	-265.125	146.575	270.567	0.29532	-0.31638	0.86600	0.25031	21.6	10080.1.7	100
2024-1-7 15:14:59:922	WT901BLE67(D1376ACA69A3)	-0.583	0.314	-0.739	48.035	-16.174	38.818	160.93	41.72	-157.78	-265.125	146.575	270.567	0.29532	-0.31638	0.86600	0.25031	21.6	10080.1.7	100
2024-1-7 15:14:59:983	WT901BLE67(D1376ACA69A3)	-0.594	0.279	-0.753	50.171	-16.418	33.875	162.27	42.13	-163.08	-265.125	146.575	270.567	0.29532	-0.31638	0.86600	0.25031	21.6	10080.1.7	100
2024-1-7 15:15:0:101	WT901BLE67(D1376ACA69A3)	-0.662	0.320	-0.758	41.565	-9.338	22.522	164.05	42.41	-167.07	-265.125	142.133	270.400	0.29532	-0.31638	0.86600	0.25031	21.6	10080.1.7	100
2024-1-7 15:15:0:189	WT901BLE67(D1376ACA69A3)	-0.655	0.286	-0.738	22.644	-4.517	8.484	165.43	42.44	-169.56	-265.125	142.133	270.400	0.29532	-0.31638	0.86600	0.25031	21.6	10080.1.7	100
2024-1-7 15:15:0:311	WT901BLE67(D1376ACA69A3)	-0.682	0.227	-0.729	10.376	-4.456	1.526	166.35	42.68	-170.51	-265.125	142.133	270.400	0.34421	-0.14105	0.91440	0.15936	21.6	10080.1.7	100
2024-1-7 15:15:0:402	WT901BLE67(D1376ACA69A3)	-0.605	0.190	-0.728	0.977	-3.113	-0.427	166.60	43.00	-170.86	-265.125	141.950	270.392	0.34421	-0.14105	0.91440	0.15936	21.6	10080.1.7	100
2024-1-7 15:15:0:522	WT901BLE67(D1376ACA69A3)	-0.672	0.171	-0.693	-3.601	0.671	1.526	166.32	43.17	-171.04	-265.125	141.950	270.392	0.34421	-0.14105	0.91440	0.15936	21.6	10080.1.7	100
2024-1-7 15:15:0:642	WT901BLE67(D1376ACA69A3)	-0.668	0.164	-0.732	-8.423	7.263	-3.601	165.90	42.65	-170.80	-265.125	141.950	270.392	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:15:0:864	WT901BLE67(D1376ACA69A3)	-0.688	0.172	-0.722	-9.460	7.263	-2.258	165.47	41.99	-170.11	-265.125	141.950	270.392	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:15:0:864	WT901BLE67(D1376ACA69A3)	-0.685	0.178	-0.735	-9.216	5.432	0.977	164.80	41.34	-169.69	-265.125	141.950	270.392	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:15:0:914	WT901BLE67(D1376ACA69A3)	-0.688	0.181	-0.738	-8.545	2.014	3.479	163.84	40.95	-169.80	-265.125	141.950	270.392	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:22:13:373	WT901BLE67(D1376ACA69A3)	-0.057	0.207	-0.746	-5.249	-1.404	5.310	162.82	40.85	-170.29	-265.125	140.517	270.333	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:22:13:453	WT901BLE67(D1376ACA69A3)	-0.057	0.106	-0.992	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	140.517	270.333	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:22:13:575	WT901BLE67(D1376ACA69A3)	-0.058	0.106	-0.993	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:22:13:664	WT901BLE67(D1376ACA69A3)	-0.058	0.107	-0.993	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	0.35321	-0.11646	0.91742	0.14105	21.6	10080.1.7	100
2024-1-7 15:22:13:785	WT901BLE67(D1376ACA69A3)	-0.058	0.107	-0.994	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.6	10080.1.7	100
2024-1-7 15:22:13:875	WT901BLE67(D1376ACA69A3)	-0.058	0.107	-0.994	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.6	10080.1.7	100
2024-1-7 15:22:13:996	WT901BLE67(D1376ACA69A3)	-0.059	0.106	-0.993	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.6	10080.1.7	100
2024-1-7 15:22:14:55	WT901BLE67(D1376ACA69A3)	-0.059	0.107	-0.994	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.6	10080.1.7	100
2024-1-7 15:22:14:176	WT901BLE67(D1376ACA69A3)	-0.059	0.107	-0.993	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:266	WT901BLE67(D1376ACA69A3)	-0.059	0.107	-0.995	0.000	0.000	0.000	173.79	3.32	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:386	WT901BLE67(D1376ACA69A3)	-0.059	0.108	-0.994	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:476	WT901BLE67(D1376ACA69A3)	-0.059	0.108	-0.995	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	139.858	270.308	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:595	WT901BLE67(D1376ACA69A3)	-0.058	0.108	-0.994	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	140.208	270.325	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:655	WT901BLE67(D1376ACA69A3)	-0.059	0.108	-0.995	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	140.208	270.325	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:778	WT901BLE67(D1376ACA69A3)	-0.059	0.108	-0.993	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	140.208	270.325	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
2024-1-7 15:22:14:865	WT901BLE67(D1376ACA69A3)	-0.058	0.108	-0.993	0.000	0.000	0.000	173.79	3.33	-0.91	-265.125	140.208	270.325	-0.05383	-0.99805	0.00638	0.02942	21.9	10080.1.7	100
