时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2024-1-2 0:38:55:870	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.000	0.000	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02936	0.04590	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:55:870	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.061	0.000	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02936	0.04590	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:55:988	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.061	0.000	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:55:989	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.994	0.000	0.000	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:82	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.994	0.000	0.000	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:82	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	-0.061	0.000	-2.93	5.53	9.40	11.033	65.075	-23.792	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:200	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	-0.061	0.000	-2.93	5.53	9.40	11.025	65.208	-23.850	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:201	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.92	5.53	9.40	11.025	65.208	-23.850	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:292	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.92	5.53	9.40	11.025	65.208	-23.850	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:292	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.025	65.208	-23.850	0.99500	-0.02945	0.04599	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:413	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.025	65.208	-23.850	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:413	WT901BLE67(D1376ACA69A3)	-0.097	-0.051	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.025	65.208	-23.850	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:469	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.025	65.208	-23.850	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:469	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.025	65.208	-23.850	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:587	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:588	WT901BLE67(D1376ACA69A3)	-0.097	-0.051	0.991	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:679	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.991	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:679	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.991	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02936	0.04596	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:799	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.991	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:800	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:892	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:56:893	WT901BLE67(D1376ACA69A3)	-0.097	-0.051	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	10.992	65.167	-23.583	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:13	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:13	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:71	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:71	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:192	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:193	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02933	0.04593	0.08310	29.9	10080.1.7	100
2024-1-2 0:38:57:281	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:282	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	11.108	65.050	-23.717	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:401	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:402	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:492	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.993	0.000	0.000	0.000	-2.92	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:493	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02930	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:613	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.992	0.000	0.000	0.000	-2.92	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:613	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:702	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:703	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	10.892	65.150	-23.925	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:821	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:821	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:879	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:57:879	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:2	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:3	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04593	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:91	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:91	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.183	-23.775	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:213	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:213	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:302	WT901BLE67(D1376ACA69A3)	-0.097	-0.051	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:302	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02927	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:421	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:422	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:481	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:481	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:600	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:601	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.991	0.000	0.000	0.000	-2.91	5.53	9.41	11.125	65.200	-23.842	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:691	WT901BLE67(D1376ACA69A3)	-0.098	-0.050	0.991	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:691	WT901BLE67(D1376ACA69A3)	-0.098	-0.049	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:813	WT901BLE67(D1376ACA69A3)	-0.096	-0.049	0.992	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:813	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.994	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02924	0.04596	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:902	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.994	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:58:902	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:22	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.53	9.41	10.983	65.225	-23.683	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:22	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.52	9.41	10.983	65.225	-23.683	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:115	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.993	0.000	0.000	0.000	-2.91	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:115	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.994	0.000	0.000	0.000	-2.91	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02927	0.04599	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:230	WT901BLE67(D1376ACA69A3)	-0.097	-0.050	0.994	0.000	0.000	0.000	-2.91	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:231	WT901BLE67(D1376ACA69A3)	-0.097	-0.051	0.993	0.000	0.000	0.000	-2.91	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:292	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.000	0.000	0.000	-2.91	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:293	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.000	-0.061	0.000	-2.90	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:413	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.000	-0.061	0.000	-2.90	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:413	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.122	-0.061	0.000	-2.90	5.52	9.41	11.108	65.167	-23.608	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:529	WT901BLE67(D1376ACA69A3)	-0.096	-0.051	0.993	0.122	-0.061	0.000	-2.90	5.52	9.41	11.167	65.158	-23.875	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
2024-1-2 0:38:59:530	WT901BLE67(D1376ACA69A3)	-0.096	-0.050	0.993	0.061	-0.122	0.000	-2.89	5.51	9.41	11.167	65.158	-23.875	0.99500	-0.02917	0.04590	0.08313	29.9	10080.1.7	100
