acc_X(g),acc_Y(g),acc_Z(g),ang_X(g),ang_Y(g),ang_Z(g),Time,Cluster
-0.673,-0.177,0.715,-0.732,-0.732,1.404,2024-01-16 21:17:36.633,1
-0.667,-0.177,0.719,-0.366,-0.732,0.793,2024-01-16 21:17:36.690,1
-0.667,-0.177,0.719,-0.366,-0.732,0.793,2024-01-16 21:17:36.690,1
-0.667,-0.189,0.716,-0.61,-0.305,0.488,2024-01-16 21:17:36.811,1
-0.667,-0.189,0.716,-0.61,-0.305,0.488,2024-01-16 21:17:36.812,1
-0.677,-0.176,0.724,-0.732,-1.099,0.854,2024-01-16 21:17:36.902,1
-0.677,-0.176,0.724,-0.732,-1.099,0.854,2024-01-16 21:17:36.903,1
-0.677,-0.18,0.725,-0.671,-0.793,1.343,2024-01-16 21:17:37.210,1
-0.677,-0.18,0.725,-0.671,-0.793,1.343,2024-01-16 21:17:37.210,1
-0.672,-0.176,0.722,-0.61,-0.122,1.282,2024-01-16 21:17:37.112,1
-0.672,-0.176,0.722,-0.61,-0.122,1.282,2024-01-16 21:17:37.112,1
-0.665,-0.176,0.721,0.122,0.671,0.427,2024-01-16 21:17:37.232,1
-0.665,-0.176,0.721,0.122,0.671,0.427,2024-01-16 21:17:37.233,1
-0.678,-0.175,0.717,-0.793,-0.244,0.366,2024-01-16 21:17:37.290,1
-0.678,-0.175,0.717,-0.793,-0.244,0.366,2024-01-16 21:17:37.290,1
-0.664,-0.18,0.717,-0.854,-0.305,0.244,2024-01-16 21:17:37.411,1
-0.664,-0.18,0.717,-0.854,-0.305,0.244,2024-01-16 21:17:37.411,1
-0.676,-0.177,0.719,-1.282,-0.549,0.122,2024-01-16 21:17:37.502,1
-0.676,-0.177,0.719,-1.282,-0.549,0.122,2024-01-16 21:17:37.502,1
-0.681,-0.175,0.718,-0.977,0.488,0.061,2024-01-16 21:17:37.621,1
-0.681,-0.175,0.718,-0.977,0.488,0.061,2024-01-16 21:17:37.621,1
-0.673,-0.179,0.72,-0.61,0.732,0.549,2024-01-16 21:17:37.712,1
-0.673,-0.179,0.72,-0.61,0.732,0.549,2024-01-16 21:17:37.712,1
-0.674,-0.18,0.72,-0.549,-0.061,0.305,2024-01-16 21:17:37.831,1
-0.674,-0.18,0.72,-0.549,-0.061,0.305,2024-01-16 21:17:37.832,1
-0.675,-0.183,0.719,0.122,0.854,0.0,2024-01-16 21:17:37.925,1
-0.675,-0.183,0.719,0.122,0.854,0.0,2024-01-16 21:17:37.925,1
-0.68,-0.183,0.72,-0.122,1.282,-0.183,2024-01-16 21:17:38.420,1
-0.68,-0.183,0.72,-0.122,1.282,-0.183,2024-01-16 21:17:38.430,1
-0.689,-0.178,0.719,-0.305,2.38,-0.671,2024-01-16 21:17:38.101,1
-0.689,-0.178,0.719,-0.305,2.38,-0.671,2024-01-16 21:17:38.102,1
-0.71,-0.188,0.714,-0.916,3.784,-0.366,2024-01-16 21:17:38.221,1
-0.71,-0.188,0.714,-0.916,3.784,-0.366,2024-01-16 21:17:38.221,1
-0.749,-0.183,0.716,-1.648,6.714,0.305,2024-01-16 21:17:38.312,1
-0.749,-0.183,0.716,-1.648,6.714,0.305,2024-01-16 21:17:38.312,1
-0.829,-0.199,0.699,-2.075,13.672,0.244,2024-01-16 21:17:38.431,1
-0.829,-0.199,0.699,-2.075,13.672,0.244,2024-01-16 21:17:38.432,1
-0.863,-0.211,0.685,-5.798,26.306,3.906,2024-01-16 21:17:38.521,0
-0.863,-0.211,0.685,-5.798,26.306,3.906,2024-01-16 21:17:38.522,0
-0.478,-0.215,0.606,-9.521,44.617,7.202,2024-01-16 21:17:38.642,1
-0.478,-0.215,0.606,-9.521,44.617,7.202,2024-01-16 21:17:38.643,1
-0.289,-0.071,0.35,-21.484,69.58,8.85,2024-01-16 21:17:38.701,0
-0.289,-0.071,0.35,-21.484,69.58,8.85,2024-01-16 21:17:38.701,0
-0.941,-0.016,0.467,2.93,22.278,-6.714,2024-01-16 21:17:38.822,0
-0.941,-0.016,0.467,2.93,22.278,-6.714,2024-01-16 21:17:38.822,0
-1.08,-0.332,0.464,-6.042,11.658,-2.686,2024-01-16 21:17:38.912,0
-1.08,-0.332,0.464,-6.042,11.658,-2.686,2024-01-16 21:17:38.912,0
-1.425,-0.223,0.619,0.488,-5.676,-3.052,2024-01-16 21:17:39.310,0
-1.425,-0.223,0.619,0.488,-5.676,-3.052,2024-01-16 21:17:39.320,0
-1.372,-0.389,0.931,12.329,-40.344,-3.113,2024-01-16 21:17:39.122,1
-1.372,-0.389,0.931,12.329,-40.344,-3.113,2024-01-16 21:17:39.122,1
-1.223,-0.459,1.18,20.813,-90.576,1.343,2024-01-16 21:17:39.237,1
-1.223,-0.459,1.18,20.813,-90.576,1.343,2024-01-16 21:17:39.237,1
-0.001,-0.25,0.28,-20.813,-43.091,25.879,2024-01-16 21:17:39.330,1
-0.001,-0.25,0.28,-20.813,-43.091,25.879,2024-01-16 21:17:39.331,1
-0.012,0.02,-0.03,-39.978,122.009,-20.02,2024-01-16 21:17:39.471,0
-0.012,0.02,-0.03,-39.978,122.009,-20.02,2024-01-16 21:17:39.472,0
0.375,-0.01,-0.043,75.745,72.205,-22.4,2024-01-16 21:17:39.509,0
0.375,-0.01,-0.043,75.745,72.205,-22.4,2024-01-16 21:17:39.509,0
-0.924,0.019,0.689,-302.002,155.762,-89.966,2024-01-16 21:17:39.632,0
-0.924,0.019,0.689,-302.002,155.762,-89.966,2024-01-16 21:17:39.632,0
-0.243,-0.993,0.457,-238.098,90.088,101.929,2024-01-16 21:17:39.764,1
-0.243,-0.993,0.457,-238.098,90.088,101.929,2024-01-16 21:17:39.764,1
-1.854,-0.192,1.175,-14.648,113.159,-9.705,2024-01-16 21:17:39.841,0
-1.854,-0.192,1.175,-14.648,113.159,-9.705,2024-01-16 21:17:39.841,0
-1.087,-0.604,0.746,14.282,-42.053,14.648,2024-01-16 21:17:39.932,1
-1.087,-0.604,0.746,14.282,-42.053,14.648,2024-01-16 21:17:39.932,1
-0.849,-0.429,1.128,42.053,-89.478,-10.071,2024-01-16 21:17:40.650,1
-0.849,-0.429,1.128,42.053,-89.478,-10.071,2024-01-16 21:17:40.650,1
-0.025,-0.224,0.216,-10.315,-43.762,7.324,2024-01-16 21:17:40.109,0
-0.025,-0.224,0.216,-10.315,-43.762,7.324,2024-01-16 21:17:40.110,0
0.001,0.011,-0.035,-28.381,300.903,-26.489,2024-01-16 21:17:40.231,0
0.001,0.011,-0.035,-28.381,300.903,-26.489,2024-01-16 21:17:40.231,0
0.544,-0.005,-0.011,220.215,-15.381,-26.794,2024-01-16 21:17:40.321,0
0.544,-0.005,-0.011,220.215,-15.381,-26.794,2024-01-16 21:17:40.321,0
-0.762,0.042,0.909,-5.737,0.916,168.64,2024-01-16 21:17:40.472,0
-0.762,0.042,0.909,-5.737,0.916,168.64,2024-01-16 21:17:40.472,0
-0.222,0.115,0.652,-113.831,-70.251,-137.024,2024-01-16 21:17:40.534,0
-0.222,0.115,0.652,-113.831,-70.251,-137.024,2024-01-16 21:17:40.535,0
-1.714,-0.041,1.29,-6.653,197.693,-31.311,2024-01-16 21:17:40.670,0
-1.714,-0.041,1.29,-6.653,197.693,-31.311,2024-01-16 21:17:40.671,0
-1.06,-0.631,0.847,31.982,-45.471,-2.747,2024-01-16 21:17:40.739,1
-1.06,-0.631,0.847,31.982,-45.471,-2.747,2024-01-16 21:17:40.740,1
-1.289,-0.347,1.14,24.719,-56.885,0.977,2024-01-16 21:17:40.870,1
-1.289,-0.347,1.14,24.719,-56.885,0.977,2024-01-16 21:17:40.870,1
-0.04,-0.523,0.566,-6.226,-36.377,8.423,2024-01-16 21:17:40.931,1
-0.04,-0.523,0.566,-6.226,-36.377,8.423,2024-01-16 21:17:40.931,1
0.021,0.017,-0.086,-5.798,148.621,40.833,2024-01-16 21:17:41.400,0
0.021,0.017,-0.086,-5.798,148.621,40.833,2024-01-16 21:17:41.410,0
-0.004,0.019,-0.354,-76.965,139.832,-78.796,2024-01-16 21:17:41.132,0
-0.004,0.019,-0.354,-76.965,139.832,-78.796,2024-01-16 21:17:41.133,0
-0.871,0.081,-0.032,42.664,-280.762,80.933,2024-01-16 21:17:41.266,0
-0.871,0.081,-0.032,42.664,-280.762,80.933,2024-01-16 21:17:41.266,0
-3.089,0.535,1.253,46.082,-90.149,-179.932,2024-01-16 21:17:41.343,0
-3.089,0.535,1.253,46.082,-90.149,-179.932,2024-01-16 21:17:41.343,0
-1.055,-1.042,-0.145,45.227,76.111,-46.875,2024-01-16 21:17:41.470,1
-1.055,-1.042,-0.145,45.227,76.111,-46.875,2024-01-16 21:17:41.470,1
-0.698,-0.028,1.021,11.719,-44.495,13.367,2024-01-16 21:17:41.519,0
-0.698,-0.028,1.021,11.719,-44.495,13.367,2024-01-16 21:17:41.519,0
-0.356,-0.157,0.688,2.197,-6.958,0.916,2024-01-16 21:17:41.639,1
-0.356,-0.157,0.688,2.197,-6.958,0.916,2024-01-16 21:17:41.639,1
-0.327,-0.101,0.253,-3.601,-15.259,2.197,2024-01-16 21:17:41.732,0
-0.327,-0.101,0.253,-3.601,-15.259,2.197,2024-01-16 21:17:41.732,0
-1.49,-0.003,0.268,0.244,-25.146,-2.686,2024-01-16 21:17:41.865,0
-1.49,-0.003,0.268,0.244,-25.146,-2.686,2024-01-16 21:17:41.865,0
-0.271,-0.181,0.941,23.743,-36.316,-7.507,2024-01-16 21:17:41.942,1
-0.271,-0.181,0.941,23.743,-36.316,-7.507,2024-01-16 21:17:41.942,1
-1.051,-0.115,0.527,-13.611,-6.042,-2.625,2024-01-16 21:17:42.690,0
-1.051,-0.115,0.527,-13.611,-6.042,-2.625,2024-01-16 21:17:42.690,0
-0.708,-0.047,0.815,9.338,-19.531,-1.282,2024-01-16 21:17:42.179,0
-0.708,-0.047,0.815,9.338,-19.531,-1.282,2024-01-16 21:17:42.179,0
-0.685,-0.193,0.63,1.404,3.723,-5.493,2024-01-16 21:17:42.272,1
-0.685,-0.193,0.63,1.404,3.723,-5.493,2024-01-16 21:17:42.272,1
-0.748,-0.035,0.658,-0.854,5.31,0.244,2024-01-16 21:17:42.329,0
-0.748,-0.035,0.658,-0.854,5.31,0.244,2024-01-16 21:17:42.329,0
-0.656,-0.161,0.685,1.038,8.24,-2.197,2024-01-16 21:17:42.462,0
-0.656,-0.161,0.685,1.038,8.24,-2.197,2024-01-16 21:17:42.462,0
-0.709,-0.122,0.686,-2.808,4.15,-2.686,2024-01-16 21:17:42.541,0
-0.709,-0.122,0.686,-2.808,4.15,-2.686,2024-01-16 21:17:42.541,0
-0.724,-0.135,0.682,-2.808,-0.977,-2.197,2024-01-16 21:17:42.672,0
-0.724,-0.135,0.682,-2.808,-0.977,-2.197,2024-01-16 21:17:42.672,0
-0.712,-0.136,0.673,-4.15,-1.892,-0.916,2024-01-16 21:17:42.781,0
-0.712,-0.136,0.673,-4.15,-1.892,-0.916,2024-01-16 21:17:42.782,0
-0.729,-0.144,0.681,-4.028,-3.845,-0.916,2024-01-16 21:17:42.870,0
-0.729,-0.144,0.681,-4.028,-3.845,-0.916,2024-01-16 21:17:42.870,0
-0.713,-0.137,0.685,-1.404,-4.15,0.183,2024-01-16 21:17:42.932,0
-0.713,-0.137,0.685,-1.404,-4.15,0.183,2024-01-16 21:17:42.932,0
-0.721,-0.128,0.687,-1.282,-3.54,2.38,2024-01-16 21:17:43.740,0
-0.721,-0.128,0.687,-1.282,-3.54,2.38,2024-01-16 21:17:43.740,0
-0.743,-0.142,0.684,1.465,-2.686,2.38,2024-01-16 21:17:43.142,0
-0.743,-0.142,0.684,1.465,-2.686,2.38,2024-01-16 21:17:43.143,0
-0.722,-0.111,0.687,3.845,-1.16,3.113,2024-01-16 21:17:43.262,0
-0.722,-0.111,0.687,3.845,-1.16,3.113,2024-01-16 21:17:43.263,0
-0.733,-0.13,0.685,6.287,0.61,1.221,2024-01-16 21:17:43.368,0
-0.733,-0.13,0.685,6.287,0.61,1.221,2024-01-16 21:17:43.368,0
-0.716,-0.121,0.682,4.211,1.465,1.16,2024-01-16 21:17:43.475,0
-0.716,-0.121,0.682,4.211,1.465,1.16,2024-01-16 21:17:43.475,0
-0.664,-0.093,0.686,3.662,0.916,0.977,2024-01-16 21:17:43.569,0
-0.664,-0.093,0.686,3.662,0.916,0.977,2024-01-16 21:17:43.569,0
-0.819,-0.098,0.703,3.296,0.0,0.366,2024-01-16 21:17:43.680,0
-0.819,-0.098,0.703,3.296,0.0,0.366,2024-01-16 21:17:43.680,0
-0.675,-0.141,0.679,0.122,0.61,1.587,2024-01-16 21:17:43.742,0
-0.675,-0.141,0.679,0.122,0.61,1.587,2024-01-16 21:17:43.742,0
-0.71,-0.081,0.706,-1.77,2.197,0.244,2024-01-16 21:17:43.868,0
-0.71,-0.081,0.706,-1.77,2.197,0.244,2024-01-16 21:17:43.868,0
-0.698,-0.102,0.69,-3.174,-1.404,1.404,2024-01-16 21:17:43.978,0
-0.698,-0.102,0.69,-3.174,-1.404,1.404,2024-01-16 21:17:43.978,0
-0.728,-0.093,0.688,-2.869,-2.075,-0.427,2024-01-16 21:17:44.710,0
-0.728,-0.093,0.688,-2.869,-2.075,-0.427,2024-01-16 21:17:44.720,0
-0.695,-0.105,0.699,-2.014,-1.77,-1.587,2024-01-16 21:17:44.162,0
-0.695,-0.105,0.699,-2.014,-1.77,-1.587,2024-01-16 21:17:44.163,0
-0.752,-0.104,0.691,-1.404,-1.404,-1.343,2024-01-16 21:17:44.280,0
-0.752,-0.104,0.691,-1.404,-1.404,-1.343,2024-01-16 21:17:44.280,0
-0.708,-0.123,0.688,0.977,-0.854,-3.174,2024-01-16 21:17:44.342,0
-0.708,-0.123,0.688,0.977,-0.854,-3.174,2024-01-16 21:17:44.343,0
-0.706,-0.109,0.694,0.488,1.587,-2.625,2024-01-16 21:17:44.469,0
-0.706,-0.109,0.694,0.488,1.587,-2.625,2024-01-16 21:17:44.469,0
-0.732,-0.105,0.695,4.089,2.441,-5.92,2024-01-16 21:17:44.577,0
-0.732,-0.105,0.695,4.089,2.441,-5.92,2024-01-16 21:17:44.577,0
-0.721,-0.121,0.69,5.371,3.113,-5.981,2024-01-16 21:17:44.673,0
-0.721,-0.121,0.69,5.371,3.113,-5.981,2024-01-16 21:17:44.673,0
-0.708,-0.115,0.687,6.714,4.089,-6.104,2024-01-16 21:17:44.807,0
-0.708,-0.115,0.687,6.714,4.089,-6.104,2024-01-16 21:17:44.808,0
-0.709,-0.13,0.684,6.348,4.028,-6.836,2024-01-16 21:17:44.881,0
-0.709,-0.13,0.684,6.348,4.028,-6.836,2024-01-16 21:17:44.881,0
-0.716,-0.125,0.682,4.517,2.319,-5.981,2024-01-16 21:17:44.970,0
-0.716,-0.125,0.682,4.517,2.319,-5.981,2024-01-16 21:17:44.970,0
-0.723,-0.095,0.69,2.197,4.944,-7.568,2024-01-16 21:17:45.900,0
-0.723,-0.095,0.69,2.197,4.944,-7.568,2024-01-16 21:17:45.900,0
-0.729,-0.08,0.68,14.771,3.052,-17.761,2024-01-16 21:17:45.173,0
-0.729,-0.08,0.68,14.771,3.052,-17.761,2024-01-16 21:17:45.174,0
-0.719,-0.109,0.683,21.667,4.028,-20.203,2024-01-16 21:17:45.277,0
-0.719,-0.109,0.683,21.667,4.028,-20.203,2024-01-16 21:17:45.277,0
-0.71,-0.151,0.679,23.376,3.784,-17.273,2024-01-16 21:17:45.365,0
-0.71,-0.151,0.679,23.376,3.784,-17.273,2024-01-16 21:17:45.365,0
-0.726,-0.155,0.672,19.043,1.587,-14.709,2024-01-16 21:17:45.481,0
-0.726,-0.155,0.672,19.043,1.587,-14.709,2024-01-16 21:17:45.481,0
-0.718,-0.15,0.676,14.893,0.183,-12.268,2024-01-16 21:17:45.572,0
-0.718,-0.15,0.676,14.893,0.183,-12.268,2024-01-16 21:17:45.572,0
-0.724,-0.146,0.677,11.536,0.061,-11.292,2024-01-16 21:17:45.690,0
-0.724,-0.146,0.677,11.536,0.061,-11.292,2024-01-16 21:17:45.690,0
-0.749,-0.152,0.677,7.385,0.366,-8.057,2024-01-16 21:17:45.769,0
-0.749,-0.152,0.677,7.385,0.366,-8.057,2024-01-16 21:17:45.769,0
-0.709,-0.15,0.667,3.479,2.319,-4.395,2024-01-16 21:17:45.874,0
-0.709,-0.15,0.667,3.479,2.319,-4.395,2024-01-16 21:17:45.874,0
-0.735,-0.167,0.691,-4.028,2.808,-0.061,2024-01-16 21:17:45.965,0
-0.735,-0.167,0.691,-4.028,2.808,-0.061,2024-01-16 21:17:45.965,0
-0.697,-0.145,0.677,-5.676,3.357,3.601,2024-01-16 21:17:46.800,0
-0.697,-0.145,0.677,-5.676,3.357,3.601,2024-01-16 21:17:46.800,0
-0.739,-0.138,0.661,-7.446,1.16,6.531,2024-01-16 21:17:46.174,0
-0.739,-0.138,0.661,-7.446,1.16,6.531,2024-01-16 21:17:46.174,0
-0.75,-0.161,0.662,-8.423,-4.7,12.146,2024-01-16 21:17:46.290,0
-0.75,-0.161,0.662,-8.423,-4.7,12.146,2024-01-16 21:17:46.290,0
-0.724,-0.159,0.676,-14.954,-3.235,18.311,2024-01-16 21:17:46.380,0
-0.724,-0.159,0.676,-14.954,-3.235,18.311,2024-01-16 21:17:46.381,0
-0.748,-0.132,0.678,-19.592,-3.54,18.921,2024-01-16 21:17:46.500,0
-0.748,-0.132,0.678,-19.592,-3.54,18.921,2024-01-16 21:17:46.501,0
-0.73,-0.133,0.68,-20.874,-3.052,18.555,2024-01-16 21:17:46.563,0
-0.73,-0.133,0.68,-20.874,-3.052,18.555,2024-01-16 21:17:46.563,0
-0.737,-0.125,0.66,-23.132,-1.587,16.968,2024-01-16 21:17:46.678,0
-0.737,-0.125,0.66,-23.132,-1.587,16.968,2024-01-16 21:17:46.678,0
-0.715,-0.129,0.673,-22.705,-2.93,16.113,2024-01-16 21:17:46.774,0
-0.715,-0.129,0.673,-22.705,-2.93,16.113,2024-01-16 21:17:46.774,0
-0.73,-0.144,0.669,-22.4,-3.967,17.517,2024-01-16 21:17:46.890,0
-0.73,-0.144,0.669,-22.4,-3.967,17.517,2024-01-16 21:17:46.891,0
-0.73,-0.128,0.679,-21.423,-5.554,19.714,2024-01-16 21:17:46.984,0
-0.73,-0.128,0.679,-21.423,-5.554,19.714,2024-01-16 21:17:46.985,0
-0.724,-0.131,0.68,-18.738,-4.517,19.653,2024-01-16 21:17:47.100,0
-0.724,-0.131,0.68,-18.738,-4.517,19.653,2024-01-16 21:17:47.100,0
-0.731,-0.117,0.679,-15.442,-4.7,17.151,2024-01-16 21:17:47.160,0
-0.731,-0.117,0.679,-15.442,-4.7,17.151,2024-01-16 21:17:47.161,0
-0.717,-0.105,0.682,-10.071,-3.601,12.512,2024-01-16 21:17:47.280,0
-0.717,-0.105,0.682,-10.071,-3.601,12.512,2024-01-16 21:17:47.280,0
-0.733,-0.114,0.69,-5.92,-1.343,9.155,2024-01-16 21:17:47.375,0
-0.733,-0.114,0.69,-5.92,-1.343,9.155,2024-01-16 21:17:47.375,0
-0.754,-0.107,0.672,-2.38,-0.061,4.883,2024-01-16 21:17:47.491,0
-0.754,-0.107,0.672,-2.38,-0.061,4.883,2024-01-16 21:17:47.491,0
-0.729,-0.105,0.676,1.343,2.075,1.099,2024-01-16 21:17:47.578,0
-0.729,-0.105,0.676,1.343,2.075,1.099,2024-01-16 21:17:47.579,0
-0.748,-0.106,0.666,4.456,1.343,-1.587,2024-01-16 21:17:47.700,0
-0.748,-0.106,0.666,4.456,1.343,-1.587,2024-01-16 21:17:47.700,0
-0.737,-0.113,0.657,5.981,2.258,-4.028,2024-01-16 21:17:47.790,0
-0.737,-0.113,0.657,5.981,2.258,-4.028,2024-01-16 21:17:47.791,0
-0.744,-0.12,0.661,5.493,3.174,-5.737,2024-01-16 21:17:47.924,0
-0.744,-0.12,0.661,5.493,3.174,-5.737,2024-01-16 21:17:47.925,0
-0.739,-0.124,0.652,4.761,2.625,-5.981,2024-01-16 21:17:47.972,0
-0.739,-0.124,0.652,4.761,2.625,-5.981,2024-01-16 21:17:47.972,0
-0.719,-0.125,0.647,3.296,1.709,-4.883,2024-01-16 21:17:48.900,0
-0.719,-0.125,0.647,3.296,1.709,-4.883,2024-01-16 21:17:48.900,0
-0.73,-0.131,0.659,-0.305,-0.977,-1.831,2024-01-16 21:17:48.179,0
-0.73,-0.131,0.659,-0.305,-0.977,-1.831,2024-01-16 21:17:48.179,0
-0.734,-0.121,0.679,0.793,-4.517,-1.465,2024-01-16 21:17:48.301,0
-0.734,-0.121,0.679,0.793,-4.517,-1.465,2024-01-16 21:17:48.301,0
-0.736,-0.125,0.668,1.709,-5.432,-1.221,2024-01-16 21:17:48.390,0
-0.736,-0.125,0.668,1.709,-5.432,-1.221,2024-01-16 21:17:48.390,0
-0.726,-0.123,0.683,2.869,-4.333,-1.038,2024-01-16 21:17:48.512,0
-0.726,-0.123,0.683,2.869,-4.333,-1.038,2024-01-16 21:17:48.512,0
-0.732,-0.134,0.681,3.052,-1.77,-0.061,2024-01-16 21:17:48.573,0
-0.732,-0.134,0.681,3.052,-1.77,-0.061,2024-01-16 21:17:48.573,0
-0.71,-0.12,0.685,1.465,0.183,-0.305,2024-01-16 21:17:48.707,0
-0.71,-0.12,0.685,1.465,0.183,-0.305,2024-01-16 21:17:48.707,0
-0.73,-0.123,0.686,0.427,0.671,-1.16,2024-01-16 21:17:48.780,0
-0.73,-0.123,0.686,0.427,0.671,-1.16,2024-01-16 21:17:48.780,0
-0.719,-0.124,0.679,-0.427,0.183,-2.197,2024-01-16 21:17:48.900,0
-0.719,-0.124,0.679,-0.427,0.183,-2.197,2024-01-16 21:17:48.900,0
-0.71,-0.125,0.685,-2.197,-0.977,-0.854,2024-01-16 21:17:48.989,0
-0.71,-0.125,0.685,-2.197,-0.977,-0.854,2024-01-16 21:17:48.989,0
-0.724,-0.12,0.694,-2.014,-2.38,-1.038,2024-01-16 21:17:49.111,0
-0.724,-0.12,0.694,-2.014,-2.38,-1.038,2024-01-16 21:17:49.111,0
-0.73,-0.111,0.688,-0.61,-0.61,-1.221,2024-01-16 21:17:49.200,0
-0.73,-0.111,0.688,-0.61,-0.61,-1.221,2024-01-16 21:17:49.200,0
-0.716,-0.125,0.683,2.014,0.122,0.122,2024-01-16 21:17:49.321,0
-0.716,-0.125,0.683,2.014,0.122,0.122,2024-01-16 21:17:49.322,0
-0.722,-0.117,0.691,3.479,-0.61,-0.183,2024-01-16 21:17:49.380,0
-0.722,-0.117,0.691,3.479,-0.61,-0.183,2024-01-16 21:17:49.380,0
-0.72,-0.126,0.693,3.052,-0.122,-0.183,2024-01-16 21:17:49.502,0
-0.72,-0.126,0.693,3.052,-0.122,-0.183,2024-01-16 21:17:49.502,0
-0.701,-0.123,0.681,3.479,0.366,-0.671,2024-01-16 21:17:49.590,0
-0.701,-0.123,0.681,3.479,0.366,-0.671,2024-01-16 21:17:49.590,0
-0.723,-0.105,0.685,3.113,0.488,-0.488,2024-01-16 21:17:49.712,0
-0.723,-0.105,0.685,3.113,0.488,-0.488,2024-01-16 21:17:49.712,0
-0.694,-0.125,0.694,3.174,0.366,0.122,2024-01-16 21:17:49.800,0
-0.694,-0.125,0.694,3.174,0.366,0.122,2024-01-16 21:17:49.801,0
-0.712,-0.11,0.703,2.441,-1.282,-0.916,2024-01-16 21:17:49.918,0
-0.712,-0.11,0.703,2.441,-1.282,-0.916,2024-01-16 21:17:49.919,0
-0.722,-0.108,0.704,0.183,-1.77,0.0,2024-01-16 21:17:49.980,0
-0.722,-0.108,0.704,0.183,-1.77,0.0,2024-01-16 21:17:49.980,0
-0.717,-0.116,0.704,0.0,-2.686,-0.061,2024-01-16 21:17:50.101,0
-0.717,-0.116,0.704,0.0,-2.686,-0.061,2024-01-16 21:17:50.101,0
-0.699,-0.095,0.7,0.488,-0.732,-0.488,2024-01-16 21:17:50.190,0
-0.699,-0.095,0.7,0.488,-0.732,-0.488,2024-01-16 21:17:50.190,0
-0.739,-0.107,0.69,-0.427,-0.183,0.061,2024-01-16 21:17:50.311,0
-0.739,-0.107,0.69,-0.427,-0.183,0.061,2024-01-16 21:17:50.311,0
-0.722,-0.11,0.704,0.0,-0.305,0.244,2024-01-16 21:17:50.401,0
-0.722,-0.11,0.704,0.0,-0.305,0.244,2024-01-16 21:17:50.402,0
-0.705,-0.107,0.691,0.488,0.977,-0.61,2024-01-16 21:17:50.521,0
-0.705,-0.107,0.691,0.488,0.977,-0.61,2024-01-16 21:17:50.521,0
-0.718,-0.112,0.69,1.77,0.916,-1.526,2024-01-16 21:17:50.610,0
-0.718,-0.112,0.69,1.77,0.916,-1.526,2024-01-16 21:17:50.611,0
-0.711,-0.102,0.694,1.77,1.038,-1.587,2024-01-16 21:17:50.729,0
-0.711,-0.102,0.694,1.77,1.038,-1.587,2024-01-16 21:17:50.730,0
-0.714,-0.122,0.676,2.197,1.831,-3.357,2024-01-16 21:17:50.790,0
-0.714,-0.122,0.676,2.197,1.831,-3.357,2024-01-16 21:17:50.790,0
-0.732,-0.108,0.702,0.916,2.014,-4.089,2024-01-16 21:17:50.912,0
-0.732,-0.108,0.702,0.916,2.014,-4.089,2024-01-16 21:17:50.912,0
-0.72,-0.117,0.686,-0.244,3.235,-3.723,2024-01-16 21:17:51.100,0
-0.72,-0.117,0.686,-0.244,3.235,-3.723,2024-01-16 21:17:51.100,0
-0.733,-0.112,0.691,0.183,3.723,-2.686,2024-01-16 21:17:51.122,0
-0.733,-0.112,0.691,0.183,3.723,-2.686,2024-01-16 21:17:51.122,0
-0.711,-0.117,0.684,1.343,3.54,-2.136,2024-01-16 21:17:51.211,0
-0.711,-0.117,0.684,1.343,3.54,-2.136,2024-01-16 21:17:51.211,0
-0.729,-0.125,0.678,0.61,4.15,-1.465,2024-01-16 21:17:51.331,0
-0.729,-0.125,0.678,0.61,4.15,-1.465,2024-01-16 21:17:51.332,0
-0.718,-0.122,0.674,1.282,3.296,-1.16,2024-01-16 21:17:51.388,0
-0.718,-0.122,0.674,1.282,3.296,-1.16,2024-01-16 21:17:51.388,0
-0.73,-0.124,0.673,0.732,1.953,-0.549,2024-01-16 21:17:51.511,0
-0.73,-0.124,0.673,0.732,1.953,-0.549,2024-01-16 21:17:51.512,0
-0.728,-0.121,0.666,0.427,0.244,0.0,2024-01-16 21:17:51.601,0
-0.728,-0.121,0.666,0.427,0.244,0.0,2024-01-16 21:17:51.601,0
-0.726,-0.125,0.669,0.916,-1.343,-0.366,2024-01-16 21:17:51.721,0
-0.726,-0.125,0.669,0.916,-1.343,-0.366,2024-01-16 21:17:51.721,0
-0.736,-0.114,0.668,-0.122,-2.991,-0.305,2024-01-16 21:17:51.811,0
-0.736,-0.114,0.668,-0.122,-2.991,-0.305,2024-01-16 21:17:51.812,0
-0.743,-0.122,0.669,0.793,-2.563,-0.549,2024-01-16 21:17:51.937,0
-0.743,-0.122,0.669,0.793,-2.563,-0.549,2024-01-16 21:17:51.937,0
-0.735,-0.112,0.678,1.038,-0.671,-0.732,2024-01-16 21:17:52.210,0
-0.735,-0.112,0.678,1.038,-0.671,-0.732,2024-01-16 21:17:52.210,0
-0.724,-0.116,0.677,3.662,2.075,-3.601,2024-01-16 21:17:52.142,0
-0.724,-0.116,0.677,3.662,2.075,-3.601,2024-01-16 21:17:52.142,0
-0.712,-0.122,0.674,4.089,3.174,-4.395,2024-01-16 21:17:52.201,0
-0.712,-0.122,0.674,4.089,3.174,-4.395,2024-01-16 21:17:52.201,0
-0.726,-0.121,0.675,3.113,1.221,-4.456,2024-01-16 21:17:52.321,0
-0.726,-0.121,0.675,3.113,1.221,-4.456,2024-01-16 21:17:52.322,0
