acc_X(g),acc_Y(g),acc_Z(g),ang_X(g),ang_Y(g),ang_Z(g),Time,Cluster
-0.694,-0.197,0.693,0.732,-0.244,-0.732,2024-01-16 21:16:15.721,1
-0.694,-0.197,0.693,0.732,-0.244,-0.732,2024-01-16 21:16:15.722,1
-0.705,-0.191,0.693,0.244,-0.244,-0.61,2024-01-16 21:16:15.842,1
-0.705,-0.191,0.693,0.244,-0.244,-0.61,2024-01-16 21:16:15.842,1
-0.693,-0.188,0.698,0.122,-0.244,-0.549,2024-01-16 21:16:15.933,1
-0.693,-0.188,0.698,0.122,-0.244,-0.549,2024-01-16 21:16:15.933,1
-0.702,-0.191,0.689,0.122,0.488,-0.122,2024-01-16 21:16:16.143,1
-0.702,-0.191,0.689,0.122,0.488,-0.122,2024-01-16 21:16:16.143,1
-0.7,-0.189,0.696,0.793,0.793,-0.488,2024-01-16 21:16:16.144,1
-0.7,-0.189,0.696,0.793,0.793,-0.488,2024-01-16 21:16:16.144,1
-0.696,-0.189,0.693,0.61,1.404,-0.549,2024-01-16 21:16:16.389,1
-0.696,-0.189,0.693,0.61,1.404,-0.549,2024-01-16 21:16:16.389,1
-0.692,-0.187,0.693,0.977,1.526,-0.793,2024-01-16 21:16:16.389,1
-0.692,-0.187,0.693,0.977,1.526,-0.793,2024-01-16 21:16:16.389,1
-0.688,-0.19,0.691,1.587,1.038,-1.16,2024-01-16 21:16:16.484,1
-0.688,-0.19,0.691,1.587,1.038,-1.16,2024-01-16 21:16:16.485,1
-0.689,-0.19,0.689,0.61,0.793,-0.488,2024-01-16 21:16:16.593,1
-0.689,-0.19,0.689,0.61,0.793,-0.488,2024-01-16 21:16:16.593,1
-0.69,-0.196,0.686,0.183,0.61,0.061,2024-01-16 21:16:16.681,1
-0.69,-0.196,0.686,0.183,0.61,0.061,2024-01-16 21:16:16.681,1
-0.696,-0.194,0.688,-0.427,-0.122,0.671,2024-01-16 21:16:16.788,1
-0.696,-0.194,0.688,-0.427,-0.122,0.671,2024-01-16 21:16:16.789,1
-0.691,-0.191,0.691,-0.61,-1.038,0.671,2024-01-16 21:16:16.891,1
-0.691,-0.191,0.691,-0.61,-1.038,0.671,2024-01-16 21:16:16.891,1
-0.696,-0.192,0.697,-0.427,-0.793,0.0,2024-01-16 21:16:16.922,1
-0.696,-0.192,0.697,-0.427,-0.793,0.0,2024-01-16 21:16:16.922,1
-0.703,-0.188,0.69,-1.038,-1.404,-0.488,2024-01-16 21:16:17.430,1
-0.703,-0.188,0.69,-1.038,-1.404,-0.488,2024-01-16 21:16:17.430,1
-0.697,-0.188,0.695,-0.305,-0.977,-0.305,2024-01-16 21:16:17.133,1
-0.697,-0.188,0.695,-0.305,-0.977,-0.305,2024-01-16 21:16:17.134,1
-0.69,-0.188,0.698,0.0,-0.549,0.122,2024-01-16 21:16:17.256,1
-0.69,-0.188,0.698,0.0,-0.549,0.122,2024-01-16 21:16:17.257,1
-0.699,-0.187,0.693,0.488,0.427,0.183,2024-01-16 21:16:17.386,1
-0.699,-0.187,0.693,0.488,0.427,0.183,2024-01-16 21:16:17.386,1
-0.696,-0.198,0.693,1.16,0.732,-0.061,2024-01-16 21:16:17.488,1
-0.696,-0.198,0.693,1.16,0.732,-0.061,2024-01-16 21:16:17.488,1
-0.698,-0.189,0.693,0.61,0.0,0.244,2024-01-16 21:16:17.558,1
-0.698,-0.189,0.693,0.61,0.0,0.244,2024-01-16 21:16:17.558,1
-0.698,-0.192,0.695,0.0,-0.488,0.366,2024-01-16 21:16:17.678,1
-0.698,-0.192,0.695,0.0,-0.488,0.366,2024-01-16 21:16:17.679,1
-0.696,-0.185,0.695,-0.366,-0.732,0.366,2024-01-16 21:16:17.781,1
-0.696,-0.185,0.695,-0.366,-0.732,0.366,2024-01-16 21:16:17.782,1
-0.685,-0.184,0.697,-0.305,-0.305,-0.244,2024-01-16 21:16:17.858,1
-0.685,-0.184,0.697,-0.305,-0.305,-0.244,2024-01-16 21:16:17.858,1
-0.701,-0.188,0.692,-0.305,0.183,-0.244,2024-01-16 21:16:17.943,1
-0.701,-0.188,0.692,-0.305,0.183,-0.244,2024-01-16 21:16:17.943,1
-0.693,-0.188,0.698,0.244,0.183,-0.671,2024-01-16 21:16:18.800,1
-0.693,-0.188,0.698,0.244,0.183,-0.671,2024-01-16 21:16:18.800,1
-0.686,-0.191,0.693,0.549,0.732,-0.916,2024-01-16 21:16:18.153,1
-0.686,-0.191,0.693,0.549,0.732,-0.916,2024-01-16 21:16:18.153,1
-0.699,-0.193,0.689,0.366,-0.183,0.061,2024-01-16 21:16:18.286,1
-0.699,-0.193,0.689,0.366,-0.183,0.061,2024-01-16 21:16:18.286,1
-0.694,-0.183,0.701,0.977,-1.038,0.122,2024-01-16 21:16:18.380,1
-0.694,-0.183,0.701,0.977,-1.038,0.122,2024-01-16 21:16:18.381,1
-0.697,-0.191,0.69,0.0,0.122,0.488,2024-01-16 21:16:18.481,1
-0.697,-0.191,0.69,0.0,0.122,0.488,2024-01-16 21:16:18.481,1
-0.697,-0.189,0.694,0.0,0.427,0.244,2024-01-16 21:16:18.544,1
-0.697,-0.189,0.694,0.0,0.427,0.244,2024-01-16 21:16:18.544,1
-0.699,-0.188,0.693,-0.244,0.366,0.0,2024-01-16 21:16:18.684,1
-0.699,-0.188,0.693,-0.244,0.366,0.0,2024-01-16 21:16:18.685,1
-0.72,-0.182,0.689,0.061,0.488,0.061,2024-01-16 21:16:18.749,1
-0.72,-0.182,0.689,0.061,0.488,0.061,2024-01-16 21:16:18.750,1
-0.702,-0.203,0.699,0.61,2.014,0.0,2024-01-16 21:16:18.884,1
-0.702,-0.203,0.699,0.61,2.014,0.0,2024-01-16 21:16:18.884,1
-0.691,-0.192,0.693,-0.916,3.174,-0.671,2024-01-16 21:16:18.983,1
-0.691,-0.192,0.693,-0.916,3.174,-0.671,2024-01-16 21:16:18.984,1
-0.7,-0.182,0.688,-0.549,2.869,-0.244,2024-01-16 21:16:19.142,1
-0.7,-0.182,0.688,-0.549,2.869,-0.244,2024-01-16 21:16:19.142,1
-0.705,-0.189,0.686,-0.122,1.465,-0.244,2024-01-16 21:16:19.143,1
-0.705,-0.189,0.686,-0.122,1.465,-0.244,2024-01-16 21:16:19.143,1
-0.7,-0.186,0.688,0.488,0.366,-0.122,2024-01-16 21:16:19.280,1
-0.7,-0.186,0.688,0.488,0.366,-0.122,2024-01-16 21:16:19.280,1
-0.709,-0.192,0.681,0.732,0.427,-0.305,2024-01-16 21:16:19.394,1
-0.709,-0.192,0.681,0.732,0.427,-0.305,2024-01-16 21:16:19.394,1
-0.706,-0.189,0.684,1.16,-0.305,-0.793,2024-01-16 21:16:19.471,1
-0.706,-0.189,0.684,1.16,-0.305,-0.793,2024-01-16 21:16:19.471,1
-0.705,-0.191,0.688,1.221,-0.305,-0.854,2024-01-16 21:16:19.598,1
-0.705,-0.191,0.688,1.221,-0.305,-0.854,2024-01-16 21:16:19.598,1
-0.704,-0.189,0.688,1.282,-0.122,-0.916,2024-01-16 21:16:19.682,1
-0.704,-0.189,0.688,1.282,-0.122,-0.916,2024-01-16 21:16:19.682,1
-0.701,-0.194,0.686,0.793,-0.366,-0.854,2024-01-16 21:16:19.740,1
-0.701,-0.194,0.686,0.793,-0.366,-0.854,2024-01-16 21:16:19.741,1
-0.706,-0.188,0.68,-0.366,-0.061,0.122,2024-01-16 21:16:19.882,1
-0.706,-0.188,0.68,-0.366,-0.061,0.122,2024-01-16 21:16:19.883,1
-0.7,-0.198,0.687,-0.549,-0.427,0.427,2024-01-16 21:16:19.954,1
-0.7,-0.198,0.687,-0.549,-0.427,0.427,2024-01-16 21:16:19.955,1
-0.709,-0.192,0.683,-1.282,-0.793,1.77,2024-01-16 21:16:20.770,1
-0.709,-0.192,0.683,-1.282,-0.793,1.77,2024-01-16 21:16:20.780,1
-0.711,-0.19,0.683,-1.648,0.0,2.075,2024-01-16 21:16:20.190,1
-0.711,-0.19,0.683,-1.648,0.0,2.075,2024-01-16 21:16:20.190,1
-0.703,-0.191,0.68,-2.258,1.465,1.709,2024-01-16 21:16:20.281,1
-0.703,-0.191,0.68,-2.258,1.465,1.709,2024-01-16 21:16:20.282,1
-0.719,-0.182,0.69,-1.282,0.854,1.343,2024-01-16 21:16:20.374,1
-0.719,-0.182,0.69,-1.282,0.854,1.343,2024-01-16 21:16:20.374,1
-0.74,-0.196,0.694,-1.221,2.625,0.732,2024-01-16 21:16:20.494,1
-0.74,-0.196,0.694,-1.221,2.625,0.732,2024-01-16 21:16:20.494,1
-0.808,-0.192,0.696,-2.258,6.592,0.671,2024-01-16 21:16:20.581,1
-0.808,-0.192,0.696,-2.258,6.592,0.671,2024-01-16 21:16:20.581,1
-0.865,-0.212,0.677,-3.479,16.418,-0.122,2024-01-16 21:16:20.679,1
-0.865,-0.212,0.677,-3.479,16.418,-0.122,2024-01-16 21:16:20.679,1
-0.75,-0.263,0.622,-11.169,34.912,4.333,2024-01-16 21:16:20.782,1
-0.75,-0.263,0.622,-11.169,34.912,4.333,2024-01-16 21:16:20.782,1
-0.259,-0.162,0.402,-23.315,59.753,6.958,2024-01-16 21:16:20.886,0
-0.259,-0.162,0.402,-23.315,59.753,6.958,2024-01-16 21:16:20.886,0
-0.702,0.013,0.315,-2.197,60.12,-8.362,2024-01-16 21:16:20.972,0
-0.702,0.013,0.315,-2.197,60.12,-8.362,2024-01-16 21:16:20.972,0
-1.157,-0.231,0.368,-8.301,21.545,-2.014,2024-01-16 21:16:21.960,0
-1.157,-0.231,0.368,-8.301,21.545,-2.014,2024-01-16 21:16:21.960,0
-1.478,-0.278,0.635,4.272,-10.01,-7.202,2024-01-16 21:16:21.152,0
-1.478,-0.278,0.635,4.272,-10.01,-7.202,2024-01-16 21:16:21.152,0
-1.498,-0.482,0.96,15.686,-44.739,-6.531,2024-01-16 21:16:21.274,1
-1.498,-0.482,0.96,15.686,-44.739,-6.531,2024-01-16 21:16:21.274,1
-1.07,-0.452,1.195,22.034,-80.566,1.343,2024-01-16 21:16:21.384,1
-1.07,-0.452,1.195,22.034,-80.566,1.343,2024-01-16 21:16:21.384,1
-0.109,-0.374,0.197,-13.184,-31.616,8.362,2024-01-16 21:16:21.484,1
-0.109,-0.374,0.197,-13.184,-31.616,8.362,2024-01-16 21:16:21.484,1
0.001,-0.028,-0.082,-80.139,124.939,2.625,2024-01-16 21:16:21.571,0
0.001,-0.028,-0.082,-80.139,124.939,2.625,2024-01-16 21:16:21.571,0
0.077,0.003,-0.009,154.358,-111.145,21.484,2024-01-16 21:16:21.693,0
0.077,0.003,-0.009,154.358,-111.145,21.484,2024-01-16 21:16:21.694,0
-0.777,-0.022,0.302,-279.053,195.19,-41.26,2024-01-16 21:16:21.812,0
-0.777,-0.022,0.302,-279.053,195.19,-41.26,2024-01-16 21:16:21.812,0
-0.905,-0.59,-0.024,71.96,52.307,-5.737,2024-01-16 21:16:21.902,1
-0.905,-0.59,-0.024,71.96,52.307,-5.737,2024-01-16 21:16:21.902,1
-1.77,-0.34,0.887,30.64,45.715,-12.756,2024-01-16 21:16:21.990,0
-1.77,-0.34,0.887,30.64,45.715,-12.756,2024-01-16 21:16:21.991,0
-1.177,-0.825,1.03,43.457,-58.777,-15.076,2024-01-16 21:16:22.820,1
-1.177,-0.825,1.03,43.457,-58.777,-15.076,2024-01-16 21:16:22.820,1
-0.261,-0.612,0.923,28.015,-51.697,2.991,2024-01-16 21:16:22.198,1
-0.261,-0.612,0.923,28.015,-51.697,2.991,2024-01-16 21:16:22.199,1
0.026,-0.078,0.04,-4.517,15.198,-3.967,2024-01-16 21:16:22.290,0
0.026,-0.078,0.04,-4.517,15.198,-3.967,2024-01-16 21:16:22.290,0
0.0,-0.012,-0.122,-51.025,400.085,-26.55,2024-01-16 21:16:22.385,0
0.0,-0.012,-0.122,-51.025,400.085,-26.55,2024-01-16 21:16:22.385,0
0.081,0.001,-0.006,143.127,-50.232,-20.569,2024-01-16 21:16:22.501,0
0.081,0.001,-0.006,143.127,-50.232,-20.569,2024-01-16 21:16:22.501,0
-3.688,-0.361,0.73,50.049,224.06,-59.57,2024-01-16 21:16:22.583,0
-3.688,-0.361,0.73,50.049,224.06,-59.57,2024-01-16 21:16:22.584,0
-0.598,-1.947,1.791,-55.969,-73.975,297.241,2024-01-16 21:16:22.682,1
-0.598,-1.947,1.791,-55.969,-73.975,297.241,2024-01-16 21:16:22.683,1
-1.516,-0.017,1.448,1.099,-39.185,0.305,2024-01-16 21:16:22.782,0
-1.516,-0.017,1.448,1.099,-39.185,0.305,2024-01-16 21:16:22.782,0
-1.222,-0.687,1.0,15.747,-27.405,-12.512,2024-01-16 21:16:22.896,1
-1.222,-0.687,1.0,15.747,-27.405,-12.512,2024-01-16 21:16:22.896,1
-0.066,-0.464,0.729,-7.996,-26.184,1.16,2024-01-16 21:16:22.980,1
-0.066,-0.464,0.729,-7.996,-26.184,1.16,2024-01-16 21:16:22.980,1
0.083,0.037,-0.049,7.935,14.832,-61.707,2024-01-16 21:16:23.101,0
0.083,0.037,-0.049,7.935,14.832,-61.707,2024-01-16 21:16:23.101,0
0.001,0.019,-0.675,-203.064,168.213,-43.091,2024-01-16 21:16:23.190,0
0.001,0.019,-0.675,-203.064,168.213,-43.091,2024-01-16 21:16:23.191,0
-0.783,0.002,-0.008,192.444,-101.868,-51.147,2024-01-16 21:16:23.311,0
-0.783,0.002,-0.008,192.444,-101.868,-51.147,2024-01-16 21:16:23.312,0
-3.801,-0.055,0.542,137.512,-83.618,-50.11,2024-01-16 21:16:23.383,0
-3.801,-0.055,0.542,137.512,-83.618,-50.11,2024-01-16 21:16:23.384,0
-0.708,-0.855,0.557,-128.845,-128.601,94.666,2024-01-16 21:16:23.521,1
-0.708,-0.855,0.557,-128.845,-128.601,94.666,2024-01-16 21:16:23.521,1
-0.435,-0.127,0.87,5.554,-18.188,-1.953,2024-01-16 21:16:23.580,1
-0.435,-0.127,0.87,5.554,-18.188,-1.953,2024-01-16 21:16:23.581,1
-0.239,-0.24,0.522,3.845,-1.709,-6.958,2024-01-16 21:16:23.700,1
-0.239,-0.24,0.522,3.845,-1.709,-6.958,2024-01-16 21:16:23.700,1
-0.754,-0.12,0.295,11.902,-19.653,-3.967,2024-01-16 21:16:23.790,0
-0.754,-0.12,0.295,11.902,-19.653,-3.967,2024-01-16 21:16:23.790,0
-0.982,-0.267,0.665,14.648,-16.602,4.028,2024-01-16 21:16:23.911,1
-0.982,-0.267,0.665,14.648,-16.602,4.028,2024-01-16 21:16:23.911,1
-0.33,-0.381,0.832,7.935,4.7,-8.24,2024-01-16 21:16:23.982,1
-0.33,-0.381,0.832,7.935,4.7,-8.24,2024-01-16 21:16:23.982,1
-0.881,-0.151,0.625,6.836,-4.578,-4.578,2024-01-16 21:16:24.910,0
-0.881,-0.151,0.625,6.836,-4.578,-4.578,2024-01-16 21:16:24.910,0
-0.552,-0.363,0.755,9.521,-4.883,-6.47,2024-01-16 21:16:24.183,1
-0.552,-0.363,0.755,9.521,-4.883,-6.47,2024-01-16 21:16:24.184,1
-0.724,-0.219,0.703,2.197,-4.333,-3.662,2024-01-16 21:16:24.300,1
-0.724,-0.219,0.703,2.197,-4.333,-3.662,2024-01-16 21:16:24.300,1
-0.651,-0.281,0.699,5.615,-5.066,-4.272,2024-01-16 21:16:24.395,1
-0.651,-0.281,0.699,5.615,-5.066,-4.272,2024-01-16 21:16:24.395,1
-0.674,-0.25,0.719,2.686,-2.075,-1.16,2024-01-16 21:16:24.512,1
-0.674,-0.25,0.719,2.686,-2.075,-1.16,2024-01-16 21:16:24.512,1
-0.682,-0.251,0.708,1.892,-2.563,1.892,2024-01-16 21:16:24.600,1
-0.682,-0.251,0.708,1.892,-2.563,1.892,2024-01-16 21:16:24.601,1
-0.664,-0.261,0.712,0.488,1.099,3.174,2024-01-16 21:16:24.722,1
-0.664,-0.261,0.712,0.488,1.099,3.174,2024-01-16 21:16:24.723,1
-0.672,-0.235,0.716,-2.686,1.465,5.615,2024-01-16 21:16:24.781,1
-0.672,-0.235,0.716,-2.686,1.465,5.615,2024-01-16 21:16:24.781,1
-0.646,-0.237,0.715,-4.333,4.456,4.456,2024-01-16 21:16:24.901,1
-0.646,-0.237,0.715,-4.333,4.456,4.456,2024-01-16 21:16:24.901,1
-0.651,-0.208,0.715,-3.967,4.395,3.784,2024-01-16 21:16:25.210,1
-0.651,-0.208,0.715,-3.967,4.395,3.784,2024-01-16 21:16:25.220,1
-0.649,-0.221,0.715,-2.686,1.221,2.197,2024-01-16 21:16:25.144,1
-0.649,-0.221,0.715,-2.686,1.221,2.197,2024-01-16 21:16:25.145,1
-0.65,-0.229,0.711,-1.404,-1.038,1.526,2024-01-16 21:16:25.201,1
-0.65,-0.229,0.711,-1.404,-1.038,1.526,2024-01-16 21:16:25.201,1
-0.666,-0.233,0.71,-0.671,-2.869,0.183,2024-01-16 21:16:25.319,1
-0.666,-0.233,0.71,-0.671,-2.869,0.183,2024-01-16 21:16:25.319,1
-0.648,-0.223,0.723,-0.183,-2.625,0.122,2024-01-16 21:16:25.410,1
-0.648,-0.223,0.723,-0.183,-2.625,0.122,2024-01-16 21:16:25.411,1
-0.659,-0.233,0.717,0.061,-1.221,0.0,2024-01-16 21:16:25.500,1
-0.659,-0.233,0.717,0.061,-1.221,0.0,2024-01-16 21:16:25.500,1
-0.666,-0.235,0.722,0.671,-1.465,-0.549,2024-01-16 21:16:25.591,1
-0.666,-0.235,0.722,0.671,-1.465,-0.549,2024-01-16 21:16:25.591,1
-0.653,-0.243,0.718,0.488,0.366,-0.366,2024-01-16 21:16:25.712,1
-0.653,-0.243,0.718,0.488,0.366,-0.366,2024-01-16 21:16:25.713,1
-0.661,-0.246,0.719,0.0,1.526,-1.282,2024-01-16 21:16:25.831,1
-0.661,-0.246,0.719,0.0,1.526,-1.282,2024-01-16 21:16:25.832,1
-0.648,-0.232,0.723,-0.244,0.854,-0.427,2024-01-16 21:16:25.921,1
-0.648,-0.232,0.723,-0.244,0.854,-0.427,2024-01-16 21:16:25.922,1
-0.65,-0.244,0.714,0.122,0.916,-0.244,2024-01-16 21:16:26.110,1
-0.65,-0.244,0.714,0.122,0.916,-0.244,2024-01-16 21:16:26.110,1
-0.654,-0.234,0.723,1.587,-0.427,-1.282,2024-01-16 21:16:26.132,1
-0.654,-0.234,0.723,1.587,-0.427,-1.282,2024-01-16 21:16:26.132,1
-0.663,-0.238,0.717,0.977,-0.61,-0.977,2024-01-16 21:16:26.343,1
-0.663,-0.238,0.717,0.977,-0.61,-0.977,2024-01-16 21:16:26.344,1
-0.657,-0.236,0.721,0.916,-0.366,-0.793,2024-01-16 21:16:26.344,1
-0.657,-0.236,0.721,0.916,-0.366,-0.793,2024-01-16 21:16:26.345,1
-0.646,-0.242,0.714,1.221,0.061,-1.16,2024-01-16 21:16:26.399,1
-0.646,-0.242,0.714,1.221,0.061,-1.16,2024-01-16 21:16:26.399,1
-0.662,-0.243,0.711,-0.732,-0.122,0.793,2024-01-16 21:16:26.521,1
-0.662,-0.243,0.711,-0.732,-0.122,0.793,2024-01-16 21:16:26.522,1
-0.659,-0.245,0.721,-1.343,-0.244,0.244,2024-01-16 21:16:26.609,1
-0.659,-0.245,0.721,-1.343,-0.244,0.244,2024-01-16 21:16:26.609,1
-0.666,-0.23,0.711,-0.549,0.183,0.305,2024-01-16 21:16:26.733,1
-0.666,-0.23,0.711,-0.549,0.183,0.305,2024-01-16 21:16:26.733,1
-0.657,-0.245,0.715,-0.244,0.427,0.61,2024-01-16 21:16:26.856,1
-0.657,-0.245,0.715,-0.244,0.427,0.61,2024-01-16 21:16:26.857,1
-0.656,-0.237,0.713,0.671,0.427,0.0,2024-01-16 21:16:26.944,1
-0.656,-0.237,0.713,0.671,0.427,0.0,2024-01-16 21:16:26.945,1
-0.652,-0.234,0.712,0.61,-0.122,0.0,2024-01-16 21:16:26.997,1
-0.652,-0.234,0.712,0.61,-0.122,0.0,2024-01-16 21:16:26.997,1
-0.658,-0.24,0.716,1.221,-0.427,-0.427,2024-01-16 21:16:27.157,1
-0.658,-0.24,0.716,1.221,-0.427,-0.427,2024-01-16 21:16:27.158,1
-0.654,-0.239,0.716,0.0,-0.793,-0.427,2024-01-16 21:16:27.212,1
-0.654,-0.239,0.716,0.0,-0.793,-0.427,2024-01-16 21:16:27.212,1
-0.66,-0.239,0.718,0.183,0.122,-0.61,2024-01-16 21:16:27.333,1
-0.66,-0.239,0.718,0.183,0.122,-0.61,2024-01-16 21:16:27.334,1
-0.656,-0.236,0.723,0.977,0.793,-0.549,2024-01-16 21:16:27.419,1
-0.656,-0.236,0.723,0.977,0.793,-0.549,2024-01-16 21:16:27.419,1
-0.657,-0.234,0.715,0.122,0.366,-0.061,2024-01-16 21:16:27.544,1
-0.657,-0.234,0.715,0.122,0.366,-0.061,2024-01-16 21:16:27.544,1
-0.65,-0.239,0.715,0.488,0.61,0.183,2024-01-16 21:16:27.632,1
-0.65,-0.239,0.715,0.488,0.61,0.183,2024-01-16 21:16:27.632,1
-0.658,-0.238,0.712,0.183,0.305,0.061,2024-01-16 21:16:27.722,1
-0.658,-0.238,0.712,0.183,0.305,0.061,2024-01-16 21:16:27.723,1
-0.662,-0.235,0.713,-0.183,0.488,-0.061,2024-01-16 21:16:27.813,1
-0.662,-0.235,0.713,-0.183,0.488,-0.061,2024-01-16 21:16:27.813,1
-0.661,-0.244,0.717,0.305,0.671,-0.549,2024-01-16 21:16:27.929,1
-0.661,-0.244,0.717,0.305,0.671,-0.549,2024-01-16 21:16:27.929,1
-0.659,-0.229,0.718,-0.244,-0.977,-0.488,2024-01-16 21:16:28.500,1
-0.659,-0.229,0.718,-0.244,-0.977,-0.488,2024-01-16 21:16:28.500,1
-0.658,-0.24,0.715,0.549,-0.488,-0.061,2024-01-16 21:16:28.141,1
-0.658,-0.24,0.715,0.549,-0.488,-0.061,2024-01-16 21:16:28.141,1
-0.652,-0.239,0.715,0.61,-0.244,0.305,2024-01-16 21:16:28.201,1
-0.652,-0.239,0.715,0.61,-0.244,0.305,2024-01-16 21:16:28.201,1
-0.644,-0.237,0.715,0.061,-0.061,0.61,2024-01-16 21:16:28.323,1
-0.644,-0.237,0.715,0.061,-0.061,0.61,2024-01-16 21:16:28.323,1
-0.654,-0.24,0.726,-0.122,-0.916,1.77,2024-01-16 21:16:28.532,1
-0.654,-0.24,0.726,-0.122,-0.916,1.77,2024-01-16 21:16:28.533,1
-0.656,-0.236,0.715,-1.526,-2.747,2.625,2024-01-16 21:16:28.592,1
-0.656,-0.236,0.715,-1.526,-2.747,2.625,2024-01-16 21:16:28.593,1
-0.651,-0.238,0.72,-1.892,-2.319,2.502,2024-01-16 21:16:28.623,1
-0.651,-0.238,0.72,-1.892,-2.319,2.502,2024-01-16 21:16:28.623,1
-0.651,-0.233,0.721,-2.563,-2.197,3.174,2024-01-16 21:16:28.742,1
-0.651,-0.233,0.721,-2.563,-2.197,3.174,2024-01-16 21:16:28.743,1
-0.657,-0.23,0.722,-2.197,-1.465,3.174,2024-01-16 21:16:28.829,1
-0.657,-0.23,0.722,-2.197,-1.465,3.174,2024-01-16 21:16:28.829,1
-0.65,-0.23,0.726,-1.038,-0.549,2.319,2024-01-16 21:16:28.981,1
-0.65,-0.23,0.726,-1.038,-0.549,2.319,2024-01-16 21:16:28.981,1
-0.655,-0.223,0.725,-0.977,-0.183,1.038,2024-01-16 21:16:29.110,1
-0.655,-0.223,0.725,-0.977,-0.183,1.038,2024-01-16 21:16:29.120,1
-0.653,-0.225,0.725,0.61,0.244,-0.061,2024-01-16 21:16:29.180,1
-0.653,-0.225,0.725,0.61,0.244,-0.061,2024-01-16 21:16:29.180,1
-0.654,-0.229,0.726,0.977,0.793,-1.099,2024-01-16 21:16:29.254,1
-0.654,-0.229,0.726,0.977,0.793,-1.099,2024-01-16 21:16:29.255,1
-0.651,-0.229,0.723,1.221,1.343,-2.319,2024-01-16 21:16:29.379,1
-0.651,-0.229,0.723,1.221,1.343,-2.319,2024-01-16 21:16:29.379,1
-0.656,-0.238,0.724,1.465,1.648,-2.441,2024-01-16 21:16:29.432,1
-0.656,-0.238,0.724,1.465,1.648,-2.441,2024-01-16 21:16:29.432,1
-0.658,-0.225,0.72,0.671,0.854,-1.953,2024-01-16 21:16:29.553,1
-0.658,-0.225,0.72,0.671,0.854,-1.953,2024-01-16 21:16:29.553,1
-0.65,-0.239,0.721,0.793,0.732,-1.343,2024-01-16 21:16:29.611,1
-0.65,-0.239,0.721,0.793,0.732,-1.343,2024-01-16 21:16:29.611,1
-0.649,-0.237,0.716,0.549,0.366,-1.099,2024-01-16 21:16:29.732,1
-0.649,-0.237,0.716,0.549,0.366,-1.099,2024-01-16 21:16:29.733,1
-0.66,-0.236,0.722,-0.122,0.305,-0.61,2024-01-16 21:16:29.822,1
-0.66,-0.236,0.722,-0.122,0.305,-0.61,2024-01-16 21:16:29.822,1
-0.655,-0.246,0.716,-0.244,0.549,-0.549,2024-01-16 21:16:29.973,1
-0.655,-0.246,0.716,-0.244,0.549,-0.549,2024-01-16 21:16:29.973,1
-0.647,-0.238,0.719,-0.488,-0.183,-0.671,2024-01-16 21:16:30.920,1
-0.647,-0.238,0.719,-0.488,-0.183,-0.671,2024-01-16 21:16:30.920,1
-0.656,-0.236,0.717,0.0,0.305,-0.732,2024-01-16 21:16:30.184,1
-0.656,-0.236,0.717,0.0,0.305,-0.732,2024-01-16 21:16:30.184,1
-0.654,-0.243,0.72,-0.061,-0.061,-0.061,2024-01-16 21:16:30.242,1
-0.654,-0.243,0.72,-0.061,-0.061,-0.061,2024-01-16 21:16:30.243,1
-0.66,-0.237,0.715,0.122,0.0,0.183,2024-01-16 21:16:30.381,1
-0.66,-0.237,0.715,0.122,0.0,0.183,2024-01-16 21:16:30.381,1
-0.657,-0.246,0.716,0.0,0.366,0.244,2024-01-16 21:16:30.422,1
-0.657,-0.246,0.716,0.0,0.366,0.244,2024-01-16 21:16:30.423,1
-0.652,-0.235,0.72,0.244,-0.244,-0.427,2024-01-16 21:16:30.541,1
-0.652,-0.235,0.72,0.244,-0.244,-0.427,2024-01-16 21:16:30.541,1
-0.654,-0.24,0.719,0.793,-0.244,-1.038,2024-01-16 21:16:30.629,1
-0.654,-0.24,0.719,0.793,-0.244,-1.038,2024-01-16 21:16:30.629,1
-0.653,-0.24,0.725,0.977,-0.61,-0.793,2024-01-16 21:16:30.752,1
-0.653,-0.24,0.725,0.977,-0.61,-0.793,2024-01-16 21:16:30.753,1
-0.66,-0.235,0.722,0.305,-0.244,-1.038,2024-01-16 21:16:30.843,1
-0.66,-0.235,0.722,0.305,-0.244,-1.038,2024-01-16 21:16:30.844,1
-0.653,-0.248,0.717,0.0,0.793,-0.916,2024-01-16 21:16:30.983,1
-0.653,-0.248,0.717,0.0,0.793,-0.916,2024-01-16 21:16:30.983,1
-0.65,-0.236,0.724,0.244,0.305,-0.977,2024-01-16 21:16:31.230,1
-0.65,-0.236,0.724,0.244,0.305,-0.977,2024-01-16 21:16:31.230,1
-0.664,-0.242,0.719,0.244,0.671,-0.488,2024-01-16 21:16:31.142,1
-0.664,-0.242,0.719,0.244,0.671,-0.488,2024-01-16 21:16:31.142,1
-0.665,-0.244,0.719,-0.061,0.793,0.0,2024-01-16 21:16:31.231,1
-0.665,-0.244,0.719,-0.061,0.793,0.0,2024-01-16 21:16:31.232,1
-0.65,-0.24,0.715,0.488,1.465,-1.16,2024-01-16 21:16:31.352,1
-0.65,-0.24,0.715,0.488,1.465,-1.16,2024-01-16 21:16:31.352,1
-0.657,-0.247,0.709,0.061,1.465,-0.732,2024-01-16 21:16:31.441,1
-0.657,-0.247,0.709,0.061,1.465,-0.732,2024-01-16 21:16:31.441,1
